iteration,interception,interception_cost,blocking,message_status,message_block_cost,total_cost,windtexter,application
56,0.8,3.0,0.8,sucessful,3.0,6.0,Baseline,millitary
56,0.7,3.43,0.8,sucessful,3.0,6.43,Partial,millitary
56,0.5,17.6,0.6,sucessful,4.0,6.43,Full,millitary
57,0.9,0.67,0.7,sucessful,0.86,1.53,Baseline,private
57,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
57,0.9,0.22,0.5,unsuccessful,4.4,1.72,Full,private
57,0.5,26.4,0.5,unsuccessful,26.4,52.8,Baseline,commercial
57,0.8,1.5,0.7,sucessful,1.71,3.21,Partial,commercial
57,0.4,28.0,0.4,unsuccessful,28.0,3.21,Full,commercial
57,0.7,2.57,0.6,sucessful,9.0,11.57,Baseline,government
57,0.5,39.6,0.6,sucessful,9.0,48.6,Partial,government
57,0.5,13.2,0.5,unsuccessful,13.2,48.6,Full,government
57,0.4,168.0,0.9,sucessful,2.67,170.67,Baseline,millitary
57,0.5,52.8,0.9,sucessful,2.67,55.47,Partial,millitary
57,0.7,1.14,0.4,unsuccessful,56.0,55.47,Full,millitary
58,0.4,42.0,0.6,sucessful,3.0,45.0,Baseline,private
58,0.4,42.0,0.4,unsuccessful,42.0,84.0,Partial,private
58,0.5,4.4,0.5,unsuccessful,4.4,84.0,Full,private
58,0.7,1.71,0.9,sucessful,1.33,3.04,Baseline,commercial
58,0.8,1.5,0.7,sucessful,1.71,3.21,Partial,commercial
58,0.7,0.57,0.5,unsuccessful,8.8,3.21,Full,commercial
58,0.6,9.0,0.7,sucessful,2.57,11.57,Baseline,government
58,0.4,126.0,0.9,sucessful,2.0,128.0,Partial,government
58,0.7,0.86,0.7,sucessful,0.86,128.0,Full,government
58,0.5,52.8,0.5,unsuccessful,52.8,105.6,Baseline,millitary
58,0.5,52.8,0.5,unsuccessful,52.8,105.6,Partial,millitary
58,0.7,1.14,0.9,sucessful,0.89,105.6,Full,millitary
59,0.6,3.0,0.5,unsuccessful,13.2,16.2,Baseline,private
59,0.9,0.67,0.4,unsuccessful,42.0,42.67,Partial,private
59,0.9,0.22,0.8,sucessful,0.25,42.67,Full,private
59,0.4,84.0,0.6,sucessful,6.0,90.0,Baseline,commercial
59,0.8,1.5,0.7,sucessful,1.71,3.21,Partial,commercial
59,0.8,0.5,0.4,unsuccessful,28.0,3.21,Full,commercial
59,0.3,306.0,0.9,sucessful,2.0,308.0,Baseline,government
59,0.4,126.0,0.7,sucessful,2.57,128.57,Partial,government
59,0.7,0.86,0.8,sucessful,0.75,128.57,Full,government
59,0.9,2.67,0.8,sucessful,3.0,5.67,Baseline,millitary
59,0.9,2.67,0.5,unsuccessful,52.8,55.47,Partial,millitary
59,0.8,1.0,0.7,sucessful,1.14,55.47,Full,millitary
60,0.6,3.0,0.3,unsuccessful,102.0,105.0,Baseline,private
60,0.5,13.2,0.8,sucessful,0.75,13.95,Partial,private
60,0.8,0.25,0.8,sucessful,0.25,13.95,Full,private
60,0.2,432.0,0.2,unsuccessful,432.0,864.0,Baseline,commercial
60,0.6,6.0,0.8,sucessful,1.5,7.5,Partial,commercial
60,0.8,0.5,0.4,unsuccessful,28.0,7.5,Full,commercial
60,0.6,9.0,0.3,unsuccessful,306.0,315.0,Baseline,government
60,0.5,39.6,0.8,sucessful,2.25,41.85,Partial,government
60,0.7,0.86,0.7,sucessful,0.86,41.85,Full,government
60,0.5,52.8,0.8,sucessful,3.0,55.8,Baseline,millitary
60,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
60,0.8,1.0,0.8,sucessful,1.0,6.43,Full,millitary
61,0.2,216.0,0.7,sucessful,0.86,216.86,Baseline,private
61,0.8,0.75,0.8,sucessful,0.75,1.5,Partial,private
61,0.7,0.29,0.8,sucessful,0.25,1.5,Full,private
61,0.9,1.33,0.8,sucessful,1.5,2.83,Baseline,commercial
61,0.9,1.33,0.4,unsuccessful,84.0,85.33,Partial,commercial
61,0.8,0.5,0.8,sucessful,0.5,85.33,Full,commercial
61,0.6,9.0,0.4,unsuccessful,126.0,135.0,Baseline,government
61,0.5,39.6,0.9,sucessful,2.0,41.6,Partial,government
61,0.7,0.86,0.9,sucessful,0.67,41.6,Full,government
61,0.7,3.43,0.5,unsuccessful,52.8,56.23,Baseline,millitary
61,0.5,52.8,0.7,sucessful,3.43,56.23,Partial,millitary
61,0.9,0.89,0.8,sucessful,1.0,56.23,Full,millitary
62,0.6,3.0,0.8,sucessful,0.75,3.75,Baseline,private
62,0.6,3.0,0.7,sucessful,0.86,3.86,Partial,private
62,0.9,0.22,0.5,unsuccessful,4.4,3.86,Full,private
62,0.6,6.0,0.2,unsuccessful,432.0,438.0,Baseline,commercial
62,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
62,0.8,0.5,0.4,unsuccessful,28.0,3.21,Full,commercial
62,0.4,126.0,0.6,sucessful,9.0,135.0,Baseline,government
62,0.8,2.25,0.5,unsuccessful,39.6,41.85,Partial,government
62,0.5,13.2,0.7,sucessful,0.86,41.85,Full,government
62,0.8,3.0,0.6,sucessful,12.0,15.0,Baseline,millitary
62,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
62,0.9,0.89,0.8,sucessful,1.0,6.86,Full,millitary
63,0.4,42.0,0.6,sucessful,3.0,45.0,Baseline,private
63,0.5,13.2,0.7,sucessful,0.86,14.06,Partial,private
63,0.5,4.4,0.5,unsuccessful,4.4,14.06,Full,private
63,0.8,1.5,0.6,sucessful,6.0,7.5,Baseline,commercial
63,0.8,1.5,0.7,sucessful,1.71,3.21,Partial,commercial
63,0.7,0.57,0.5,unsuccessful,8.8,3.21,Full,commercial
63,0.9,2.0,0.5,unsuccessful,39.6,41.6,Baseline,government
63,0.5,39.6,0.7,sucessful,2.57,42.17,Partial,government
63,0.8,0.75,0.5,unsuccessful,13.2,42.17,Full,government
63,0.9,2.67,0.9,sucessful,2.67,5.34,Baseline,millitary
63,0.4,168.0,0.4,unsuccessful,168.0,336.0,Partial,millitary
63,0.9,0.89,0.7,sucessful,1.14,336.0,Full,millitary
64,0.6,3.0,0.7,sucessful,0.86,3.86,Baseline,private
64,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
64,0.8,0.25,0.4,unsuccessful,14.0,1.72,Full,private
64,0.7,1.71,0.9,sucessful,1.33,3.04,Baseline,commercial
64,0.4,84.0,0.7,sucessful,1.71,85.71,Partial,commercial
64,0.4,28.0,0.9,sucessful,0.44,85.71,Full,commercial
64,0.3,306.0,0.6,sucessful,9.0,315.0,Baseline,government
64,0.4,126.0,0.7,sucessful,2.57,128.57,Partial,government
64,0.6,3.0,0.7,sucessful,0.86,128.57,Full,government
64,0.9,2.67,0.5,unsuccessful,52.8,55.47,Baseline,millitary
64,0.7,3.43,0.5,unsuccessful,52.8,56.23,Partial,millitary
64,0.4,56.0,0.9,sucessful,0.89,56.23,Full,millitary
65,0.4,42.0,0.6,sucessful,3.0,45.0,Baseline,private
65,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
65,0.7,0.29,0.8,sucessful,0.25,1.72,Full,private
65,0.4,84.0,0.9,sucessful,1.33,85.33,Baseline,commercial
65,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
65,0.4,28.0,0.8,sucessful,0.5,3.42,Full,commercial
65,0.8,2.25,0.6,sucessful,9.0,11.25,Baseline,government
65,0.9,2.0,0.9,sucessful,2.0,4.0,Partial,government
65,0.7,0.86,0.4,unsuccessful,42.0,4.0,Full,government
65,0.3,408.0,0.3,unsuccessful,408.0,816.0,Baseline,millitary
65,0.7,3.43,0.9,sucessful,2.67,6.1,Partial,millitary
65,0.8,1.0,0.7,sucessful,1.14,6.1,Full,millitary
66,0.7,0.86,0.8,sucessful,0.75,1.61,Baseline,private
66,0.6,3.0,0.8,sucessful,0.75,3.75,Partial,private
66,0.9,0.22,0.4,unsuccessful,14.0,3.75,Full,private
66,0.6,6.0,0.8,sucessful,1.5,7.5,Baseline,commercial
66,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
66,0.4,28.0,0.7,sucessful,0.57,3.21,Full,commercial
66,0.4,126.0,0.4,unsuccessful,126.0,252.0,Baseline,government
66,0.4,126.0,0.8,sucessful,2.25,128.25,Partial,government
66,0.8,0.75,0.5,unsuccessful,13.2,128.25,Full,government
66,0.7,3.43,0.3,unsuccessful,408.0,411.43,Baseline,millitary
66,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
66,0.7,1.14,0.7,sucessful,1.14,6.43,Full,millitary
67,0.3,102.0,0.6,sucessful,3.0,105.0,Baseline,private
67,0.9,0.67,0.7,sucessful,0.86,1.53,Partial,private
67,0.7,0.29,0.8,sucessful,0.25,1.53,Full,private
67,0.5,26.4,0.9,sucessful,1.33,27.73,Baseline,commercial
67,0.8,1.5,0.9,sucessful,1.33,2.83,Partial,commercial
67,0.8,0.5,0.4,unsuccessful,28.0,2.83,Full,commercial
67,0.8,2.25,0.4,unsuccessful,126.0,128.25,Baseline,government
67,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
67,0.9,0.67,0.7,sucessful,0.86,5.14,Full,government
67,0.2,864.0,0.5,unsuccessful,52.8,916.8,Baseline,millitary
67,0.4,168.0,0.5,unsuccessful,52.8,220.8,Partial,millitary
67,0.7,1.14,0.7,sucessful,1.14,220.8,Full,millitary
68,0.3,102.0,0.9,sucessful,0.67,102.67,Baseline,private
68,0.9,0.67,0.7,sucessful,0.86,1.53,Partial,private
68,0.7,0.29,0.7,sucessful,0.29,1.53,Full,private
68,0.3,204.0,0.9,sucessful,1.33,205.33,Baseline,commercial
68,0.8,1.5,0.8,sucessful,1.5,3.0,Partial,commercial
68,0.8,0.5,0.5,unsuccessful,8.8,3.0,Full,commercial
68,0.7,2.57,0.5,unsuccessful,39.6,42.17,Baseline,government
68,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
68,0.8,0.75,0.7,sucessful,0.86,5.14,Full,government
68,0.7,3.43,0.9,sucessful,2.67,6.1,Baseline,millitary
