attempts,probability,status,block,decryption_level
4793,0.71,intercepted,block,advanced
4794,0.71,intercepted,block,advanced
4795,0.73,intercepted,block,advanced
4796,0.7,intercepted,block,advanced
4797,0.68,intercepted,block,advanced
4798,0.7,intercepted,block,advanced
4799,0.78,intercepted,block,advanced
4800,0.71,intercepted,block,advanced
4801,0.64,susceptible,attempt,advanced
4802,0.73,intercepted,block,advanced
4803,0.7,intercepted,block,advanced
4804,0.76,intercepted,block,advanced
4805,0.69,intercepted,block,advanced
4806,0.75,intercepted,block,advanced
4807,0.82,intercepted,block,advanced
4808,0.7,intercepted,block,advanced
4809,0.78,intercepted,block,advanced
4810,0.73,intercepted,block,advanced
4811,0.73,intercepted,block,advanced
4812,0.77,intercepted,block,advanced
4813,0.83,intercepted,block,advanced
4814,0.61,susceptible,attempt,advanced
4815,0.75,intercepted,block,advanced
4816,0.73,intercepted,block,advanced
4817,0.8,intercepted,block,advanced
4818,0.6,susceptible,attempt,advanced
4819,0.79,intercepted,block,advanced
4820,0.78,intercepted,block,advanced
4821,0.68,intercepted,block,advanced
4822,0.63,susceptible,attempt,advanced
4823,0.79,intercepted,block,advanced
4824,0.73,intercepted,block,advanced
4825,0.79,intercepted,block,advanced
4826,0.74,intercepted,block,advanced
4827,0.78,intercepted,block,advanced
4828,0.61,susceptible,attempt,advanced
4829,0.71,intercepted,block,advanced
4830,0.71,intercepted,block,advanced
4831,0.75,intercepted,block,advanced
4832,0.77,intercepted,block,advanced
4833,0.7,intercepted,block,advanced
4834,0.74,intercepted,block,advanced
4835,0.67,intercepted,block,advanced
4836,0.67,intercepted,block,advanced
4837,0.78,intercepted,block,advanced
4838,0.74,intercepted,block,advanced
4839,0.72,intercepted,block,advanced
4840,0.79,intercepted,block,advanced
4841,0.72,intercepted,block,advanced
4842,0.71,intercepted,block,advanced
4843,0.69,intercepted,block,advanced
4844,0.87,intercepted,block,advanced
4845,0.81,intercepted,block,advanced
4846,0.75,intercepted,block,advanced
4847,0.77,intercepted,block,advanced
4848,0.7,intercepted,block,advanced
4849,0.72,intercepted,block,advanced
4850,0.69,intercepted,block,advanced
4851,0.72,intercepted,block,advanced
4852,0.77,intercepted,block,advanced
4853,0.77,intercepted,block,advanced
4854,0.74,intercepted,block,advanced
4855,0.77,intercepted,block,advanced
4856,0.7,intercepted,block,advanced
4857,0.72,intercepted,block,advanced
4858,0.68,intercepted,block,advanced
4859,0.82,intercepted,block,advanced
4860,0.61,susceptible,attempt,advanced
4861,0.63,susceptible,attempt,advanced
4862,0.81,intercepted,block,advanced
4863,0.72,intercepted,block,advanced
4864,0.73,intercepted,block,advanced
4865,0.71,intercepted,block,advanced
4866,0.71,intercepted,block,advanced
4867,0.72,intercepted,block,advanced
4868,0.57,susceptible,attempt,advanced
4869,0.73,intercepted,block,advanced
4870,0.74,intercepted,block,advanced
4871,0.68,intercepted,block,advanced
4872,0.78,intercepted,block,advanced
4873,0.7,intercepted,block,advanced
4874,0.68,intercepted,block,advanced
4875,0.65,intercepted,block,advanced
4876,0.7,intercepted,block,advanced
4877,0.66,intercepted,block,advanced
4878,0.7,intercepted,block,advanced
4879,0.73,intercepted,block,advanced
4880,0.81,intercepted,block,advanced
4881,0.77,intercepted,block,advanced
4882,0.68,intercepted,block,advanced
4883,0.62,susceptible,attempt,advanced
4884,0.78,intercepted,block,advanced
4885,0.64,susceptible,attempt,advanced
4886,0.66,intercepted,block,advanced
4887,0.76,intercepted,block,advanced
4888,0.87,intercepted,block,advanced
4889,0.61,susceptible,attempt,advanced
4890,0.65,intercepted,block,advanced
4891,0.77,intercepted,block,advanced
4892,0.76,intercepted,block,advanced
4893,0.72,intercepted,block,advanced
4894,0.7,intercepted,block,advanced
4895,0.66,intercepted,block,advanced
4896,0.65,intercepted,block,advanced
4897,0.65,intercepted,block,advanced
4898,0.68,intercepted,block,advanced
4899,0.73,intercepted,block,advanced
4900,0.74,intercepted,block,advanced
4901,0.73,intercepted,block,advanced
4902,0.68,intercepted,block,advanced
4903,0.66,intercepted,block,advanced
4904,0.73,intercepted,block,advanced
4905,0.76,intercepted,block,advanced
4906,0.57,susceptible,attempt,advanced
4907,0.74,intercepted,block,advanced
4908,0.71,intercepted,block,advanced
4909,0.67,intercepted,block,advanced
4910,0.72,intercepted,block,advanced
4911,0.73,intercepted,block,advanced
4912,0.71,intercepted,block,advanced
4913,0.68,intercepted,block,advanced
4914,0.79,intercepted,block,advanced
4915,0.76,intercepted,block,advanced
4916,0.67,intercepted,block,advanced
4917,0.65,intercepted,block,advanced
4918,0.73,intercepted,block,advanced
4919,0.59,susceptible,attempt,advanced
4920,0.82,intercepted,block,advanced
4921,0.66,intercepted,block,advanced
4922,0.73,intercepted,block,advanced
4923,0.69,intercepted,block,advanced
4924,0.7,intercepted,block,advanced
4925,0.68,intercepted,block,advanced
4926,0.72,intercepted,block,advanced
4927,0.78,intercepted,block,advanced
4928,0.8,intercepted,block,advanced
4929,0.75,intercepted,block,advanced
4930,0.74,intercepted,block,advanced
4931,0.76,intercepted,block,advanced
4932,0.74,intercepted,block,advanced
4933,0.7,intercepted,block,advanced
4934,0.71,intercepted,block,advanced
4935,0.62,susceptible,attempt,advanced
4936,0.64,susceptible,attempt,advanced
4937,0.74,intercepted,block,advanced
4938,0.69,intercepted,block,advanced
4939,0.77,intercepted,block,advanced
4940,0.68,intercepted,block,advanced
4941,0.76,intercepted,block,advanced
4942,0.75,intercepted,block,advanced
4943,0.72,intercepted,block,advanced
4944,0.52,susceptible,attempt,advanced
4945,0.77,intercepted,block,advanced
4946,0.81,intercepted,block,advanced
4947,0.67,intercepted,block,advanced
4948,0.78,intercepted,block,advanced
4949,0.73,intercepted,block,advanced
4950,0.73,intercepted,block,advanced
4951,0.76,intercepted,block,advanced
4952,0.8,intercepted,block,advanced
4953,0.68,intercepted,block,advanced
4954,0.82,intercepted,block,advanced
4955,0.7,intercepted,block,advanced
4956,0.72,intercepted,block,advanced
4957,0.75,intercepted,block,advanced
4958,0.71,intercepted,block,advanced
4959,0.59,susceptible,attempt,advanced
4960,0.64,susceptible,attempt,advanced
4961,0.68,intercepted,block,advanced
4962,0.74,intercepted,block,advanced
4963,0.82,intercepted,block,advanced
4964,0.89,intercepted,block,advanced
4965,0.68,intercepted,block,advanced
4966,0.77,intercepted,block,advanced
4967,0.71,intercepted,block,advanced
4968,0.71,intercepted,block,advanced
4969,0.73,intercepted,block,advanced
4970,0.55,susceptible,attempt,advanced
4971,0.67,intercepted,block,advanced
4972,0.69,intercepted,block,advanced
4973,0.7,intercepted,block,advanced
4974,0.67,intercepted,block,advanced
4975,0.75,intercepted,block,advanced
4976,0.71,intercepted,block,advanced
4977,0.69,intercepted,block,advanced
4978,0.66,intercepted,block,advanced
4979,0.74,intercepted,block,advanced
4980,0.67,intercepted,block,advanced
4981,0.7,intercepted,block,advanced
4982,0.73,intercepted,block,advanced
4983,0.69,intercepted,block,advanced
4984,0.68,intercepted,block,advanced
4985,0.73,intercepted,block,advanced
4986,0.76,intercepted,block,advanced
4987,0.73,intercepted,block,advanced
4988,0.76,intercepted,block,advanced
4989,0.71,intercepted,block,advanced
4990,0.83,intercepted,block,advanced
4991,0.59,susceptible,attempt,advanced
4992,0.7,intercepted,block,advanced
4993,0.78,intercepted,block,advanced
4994,0.76,intercepted,block,advanced
4995,0.71,intercepted,block,advanced
4996,0.68,intercepted,block,advanced
4997,0.75,intercepted,block,advanced
4998,0.64,susceptible,attempt,advanced
4999,0.76,intercepted,block,advanced
5000,0.69,intercepted,block,advanced
5001,0.7,intercepted,block,advanced
5002,0.68,intercepted,block,advanced
5003,0.66,intercepted,block,advanced
5004,0.82,intercepted,block,advanced
5005,0.75,intercepted,block,advanced
5006,0.77,intercepted,block,advanced
5007,0.7,intercepted,block,advanced
5008,0.69,intercepted,block,advanced
5009,0.74,intercepted,block,advanced
5010,0.79,intercepted,block,advanced
5011,0.78,intercepted,block,advanced
5012,0.74,intercepted,block,advanced
5013,0.73,intercepted,block,advanced
5014,0.75,intercepted,block,advanced
5015,0.8,intercepted,block,advanced
5016,0.78,intercepted,block,advanced
5017,0.75,intercepted,block,advanced
5018,0.77,intercepted,block,advanced
5019,0.65,intercepted,block,advanced
5020,0.65,intercepted,block,advanced
5021,0.72,intercepted,block,advanced
5022,0.62,susceptible,attempt,advanced
5023,0.78,intercepted,block,advanced
5024,0.74,intercepted,block,advanced
5025,0.7,intercepted,block,advanced
5026,0.68,intercepted,block,advanced
5027,0.75,intercepted,block,advanced
5028,0.69,intercepted,block,advanced
5029,0.64,susceptible,attempt,advanced
5030,0.75,intercepted,block,advanced
5031,0.71,intercepted,block,advanced
5032,0.66,intercepted,block,advanced
5033,0.76,intercepted,block,advanced
5034,0.76,intercepted,block,advanced
5035,0.65,intercepted,block,advanced
5036,0.81,intercepted,block,advanced
5037,0.74,intercepted,block,advanced
5038,0.69,intercepted,block,advanced
5039,0.69,intercepted,block,advanced
5040,0.78,intercepted,block,advanced
5041,0.72,intercepted,block,advanced
5042,0.7,intercepted,block,advanced
5043,0.72,intercepted,block,advanced
5044,0.73,intercepted,block,advanced
5045,0.75,intercepted,block,advanced
5046,0.73,intercepted,block,advanced
5047,0.71,intercepted,block,advanced
5048,0.78,intercepted,block,advanced
5049,0.65,intercepted,block,advanced
5050,0.89,intercepted,block,advanced
5051,0.71,intercepted,block,advanced
5052,0.86,intercepted,block,advanced
5053,0.68,intercepted,block,advanced
5054,0.67,intercepted,block,advanced
5055,0.76,intercepted,block,advanced
5056,0.71,intercepted,block,advanced
5057,0.78,intercepted,block,advanced
5058,0.65,intercepted,block,advanced
5059,0.66,intercepted,block,advanced
5060,0.84,intercepted,block,advanced
5061,0.83,intercepted,block,advanced
5062,0.78,intercepted,block,advanced
5063,0.75,intercepted,block,advanced
5064,0.8,intercepted,block,advanced
5065,0.69,intercepted,block,advanced
5066,0.76,intercepted,block,advanced
5067,0.67,intercepted,block,advanced
5068,0.7,intercepted,block,advanced
5069,0.74,intercepted,block,advanced
5070,0.76,intercepted,block,advanced
5071,0.64,susceptible,attempt,advanced
5072,0.62,susceptible,attempt,advanced
5073,0.75,intercepted,block,advanced
5074,0.76,intercepted,block,advanced
5075,0.69,intercepted,block,advanced
5076,0.64,susceptible,attempt,advanced
5077,0.67,intercepted,block,advanced
5078,0.75,intercepted,block,advanced
5079,0.75,intercepted,block,advanced
5080,0.72,intercepted,block,advanced
5081,0.79,intercepted,block,advanced
5082,0.61,susceptible,attempt,advanced
5083,0.7,intercepted,block,advanced
5084,0.76,intercepted,block,advanced
5085,0.69,intercepted,block,advanced
5086,0.8,intercepted,block,advanced
5087,0.84,intercepted,block,advanced
5088,0.72,intercepted,block,advanced
5089,0.67,intercepted,block,advanced
5090,0.79,intercepted,block,advanced
5091,0.76,intercepted,block,advanced
5092,0.73,intercepted,block,advanced
5093,0.65,intercepted,block,advanced
5094,0.77,intercepted,block,advanced
5095,0.77,intercepted,block,advanced
5096,0.76,intercepted,block,advanced
5097,0.77,intercepted,block,advanced
5098,0.67,intercepted,block,advanced
5099,0.65,intercepted,block,advanced
5100,0.84,intercepted,block,advanced
5101,0.81,intercepted,block,advanced
5102,0.73,intercepted,block,advanced
5103,0.78,intercepted,block,advanced
5104,0.65,intercepted,block,advanced
5105,0.69,intercepted,block,advanced
5106,0.73,intercepted,block,advanced
5107,0.7,intercepted,block,advanced
5108,0.6,susceptible,attempt,advanced
5109,0.82,intercepted,block,advanced
5110,0.75,intercepted,block,advanced
5111,0.78,intercepted,block,advanced
5112,0.72,intercepted,block,advanced
5113,0.67,intercepted,block,advanced
5114,0.81,intercepted,block,advanced
5115,0.69,intercepted,block,advanced
5116,0.72,intercepted,block,advanced
5117,0.77,intercepted,block,advanced
5118,0.77,intercepted,block,advanced
5119,0.8,intercepted,block,advanced
5120,0.68,intercepted,block,advanced
5121,0.66,intercepted,block,advanced
5122,0.62,susceptible,attempt,advanced
5123,0.76,intercepted,block,advanced
5124,0.61,susceptible,attempt,advanced
5125,0.76,intercepted,block,advanced
5126,0.75,intercepted,block,advanced
5127,0.69,intercepted,block,advanced
5128,0.65,intercepted,block,advanced
5129,0.79,intercepted,block,advanced
5130,0.68,intercepted,block,advanced
5131,0.72,intercepted,block,advanced
5132,0.72,intercepted,block,advanced
5133,0.75,intercepted,block,advanced
5134,0.83,intercepted,block,advanced
5135,0.77,intercepted,block,advanced
5136,0.65,intercepted,block,advanced
5137,0.68,intercepted,block,advanced
5138,0.81,intercepted,block,advanced
5139,0.65,intercepted,block,advanced
5140,0.66,intercepted,block,advanced
5141,0.8,intercepted,block,advanced
5142,0.78,intercepted,block,advanced
5143,0.8,intercepted,block,advanced
5144,0.73,intercepted,block,advanced
5145,0.81,intercepted,block,advanced
5146,0.72,intercepted,block,advanced
5147,0.78,intercepted,block,advanced
5148,0.77,intercepted,block,advanced
5149,0.67,intercepted,block,advanced
5150,0.72,intercepted,block,advanced
5151,0.77,intercepted,block,advanced
5152,0.75,intercepted,block,advanced
5153,0.79,intercepted,block,advanced
5154,0.78,intercepted,block,advanced
5155,0.66,intercepted,block,advanced
5156,0.7,intercepted,block,advanced
5157,0.59,susceptible,attempt,advanced
5158,0.69,intercepted,block,advanced
5159,0.79,intercepted,block,advanced
5160,0.74,intercepted,block,advanced
5161,0.75,intercepted,block,advanced
5162,0.75,intercepted,block,advanced
5163,0.74,intercepted,block,advanced
5164,0.76,intercepted,block,advanced
5165,0.7,intercepted,block,advanced
5166,0.75,intercepted,block,advanced
5167,0.69,intercepted,block,advanced
5168,0.72,intercepted,block,advanced
5169,0.74,intercepted,block,advanced
5170,0.75,intercepted,block,advanced
5171,0.8,intercepted,block,advanced
5172,0.75,intercepted,block,advanced
5173,0.72,intercepted,block,advanced
5174,0.76,intercepted,block,advanced
5175,0.71,intercepted,block,advanced
5176,0.7,intercepted,block,advanced
5177,0.66,intercepted,block,advanced
5178,0.69,intercepted,block,advanced
5179,0.66,intercepted,block,advanced
5180,0.73,intercepted,block,advanced
5181,0.7,intercepted,block,advanced
5182,0.69,intercepted,block,advanced
5183,0.75,intercepted,block,advanced
5184,0.73,intercepted,block,advanced
5185,0.8,intercepted,block,advanced
5186,0.73,intercepted,block,advanced
5187,0.64,susceptible,attempt,advanced
5188,0.78,intercepted,block,advanced
5189,0.59,susceptible,attempt,advanced
5190,0.73,intercepted,block,advanced
5191,0.82,intercepted,block,advanced
5192,0.68,intercepted,block,advanced
5193,0.85,intercepted,block,advanced
5194,0.7,intercepted,block,advanced
5195,0.71,intercepted,block,advanced
5196,0.73,intercepted,block,advanced
5197,0.77,intercepted,block,advanced
5198,0.72,intercepted,block,advanced
5199,0.58,susceptible,attempt,advanced
5200,0.63,susceptible,attempt,advanced
5201,0.6,susceptible,attempt,advanced
5202,0.72,intercepted,block,advanced
5203,0.75,intercepted,block,advanced
5204,0.68,intercepted,block,advanced
5205,0.73,intercepted,block,advanced
5206,0.78,intercepted,block,advanced
5207,0.74,intercepted,block,advanced
5208,0.75,intercepted,block,advanced
5209,0.73,intercepted,block,advanced
5210,0.8,intercepted,block,advanced
5211,0.7,intercepted,block,advanced
5212,0.75,intercepted,block,advanced
5213,0.74,intercepted,block,advanced
5214,0.8,intercepted,block,advanced
5215,0.76,intercepted,block,advanced
5216,0.66,intercepted,block,advanced
5217,0.6,susceptible,attempt,advanced
5218,0.81,intercepted,block,advanced
5219,0.72,intercepted,block,advanced
5220,0.65,intercepted,block,advanced
5221,0.77,intercepted,block,advanced
5222,0.74,intercepted,block,advanced
5223,0.84,intercepted,block,advanced
5224,0.8,intercepted,block,advanced
5225,0.65,intercepted,block,advanced
5226,0.65,intercepted,block,advanced
5227,0.69,intercepted,block,advanced
5228,0.7,intercepted,block,advanced
5229,0.69,intercepted,block,advanced
5230,0.65,intercepted,block,advanced
5231,0.73,intercepted,block,advanced
5232,0.75,intercepted,block,advanced
5233,0.64,susceptible,attempt,advanced
5234,0.74,intercepted,block,advanced
5235,0.69,intercepted,block,advanced
5236,0.74,intercepted,block,advanced
5237,0.71,intercepted,block,advanced
5238,0.77,intercepted,block,advanced
5239,0.67,intercepted,block,advanced
5240,0.7,intercepted,block,advanced
5241,0.77,intercepted,block,advanced
5242,0.8,intercepted,block,advanced
5243,0.67,intercepted,block,advanced
5244,0.74,intercepted,block,advanced
5245,0.83,intercepted,block,advanced
5246,0.83,intercepted,block,advanced
5247,0.67,intercepted,block,advanced
5248,0.67,intercepted,block,advanced
5249,0.73,intercepted,block,advanced
5250,0.83,intercepted,block,advanced
5251,0.74,intercepted,block,advanced
5252,0.73,intercepted,block,advanced
5253,0.79,intercepted,block,advanced
5254,0.73,intercepted,block,advanced
5255,0.65,intercepted,block,advanced
5256,0.68,intercepted,block,advanced
5257,0.64,susceptible,attempt,advanced
5258,0.81,intercepted,block,advanced
5259,0.7,intercepted,block,advanced
5260,0.73,intercepted,block,advanced
5261,0.82,intercepted,block,advanced
5262,0.77,intercepted,block,advanced
5263,0.88,intercepted,block,advanced
5264,0.88,intercepted,block,advanced
5265,0.78,intercepted,block,advanced
5266,0.8,intercepted,block,advanced
5267,0.69,intercepted,block,advanced
5268,0.68,intercepted,block,advanced
5269,0.79,intercepted,block,advanced
5270,0.73,intercepted,block,advanced
5271,0.66,intercepted,block,advanced
5272,0.67,intercepted,block,advanced
5273,0.71,intercepted,block,advanced
5274,0.77,intercepted,block,advanced
5275,0.64,susceptible,attempt,advanced
5276,0.68,intercepted,block,advanced
5277,0.76,intercepted,block,advanced
5278,0.65,intercepted,block,advanced
5279,0.69,intercepted,block,advanced
5280,0.71,intercepted,block,advanced
5281,0.68,intercepted,block,advanced
5282,0.79,intercepted,block,advanced
5283,0.79,intercepted,block,advanced
5284,0.65,intercepted,block,advanced
5285,0.68,intercepted,block,advanced
5286,0.68,intercepted,block,advanced
5287,0.73,intercepted,block,advanced
5288,0.77,intercepted,block,advanced
5289,0.69,intercepted,block,advanced
5290,0.76,intercepted,block,advanced
5291,0.72,intercepted,block,advanced
5292,0.71,intercepted,block,advanced
5293,0.63,susceptible,attempt,advanced
5294,0.78,intercepted,block,advanced
5295,0.77,intercepted,block,advanced
5296,0.72,intercepted,block,advanced
5297,0.74,intercepted,block,advanced
5298,0.76,intercepted,block,advanced
5299,0.64,susceptible,attempt,advanced
5300,0.72,intercepted,block,advanced
5301,0.66,intercepted,block,advanced
5302,0.71,intercepted,block,advanced
5303,0.76,intercepted,block,advanced
5304,0.65,intercepted,block,advanced
5305,0.63,susceptible,attempt,advanced
5306,0.63,susceptible,attempt,advanced
5307,0.65,intercepted,block,advanced
5308,0.72,intercepted,block,advanced
5309,0.67,intercepted,block,advanced
5310,0.79,intercepted,block,advanced
5311,0.76,intercepted,block,advanced
5312,0.81,intercepted,block,advanced
5313,0.69,intercepted,block,advanced
5314,0.76,intercepted,block,advanced
5315,0.68,intercepted,block,advanced
5316,0.7,intercepted,block,advanced
5317,0.64,susceptible,attempt,advanced
5318,0.67,intercepted,block,advanced
5319,0.79,intercepted,block,advanced
5320,0.62,susceptible,attempt,advanced
5321,0.49,secure,unable,advanced
5322,0.64,susceptible,attempt,advanced
5323,0.74,intercepted,block,advanced
5324,0.69,intercepted,block,advanced
5325,0.76,intercepted,block,advanced
5326,0.72,intercepted,block,advanced
5327,0.75,intercepted,block,advanced
5328,0.71,intercepted,block,advanced
5329,0.71,intercepted,block,advanced
5330,0.75,intercepted,block,advanced
5331,0.74,intercepted,block,advanced
5332,0.69,intercepted,block,advanced
5333,0.63,susceptible,attempt,advanced
5334,0.71,intercepted,block,advanced
5335,0.69,intercepted,block,advanced
5336,0.76,intercepted,block,advanced
5337,0.68,intercepted,block,advanced
5338,0.78,intercepted,block,advanced
5339,0.75,intercepted,block,advanced
5340,0.79,intercepted,block,advanced
5341,0.67,intercepted,block,advanced
5342,0.73,intercepted,block,advanced
5343,0.73,intercepted,block,advanced
5344,0.75,intercepted,block,advanced
5345,0.68,intercepted,block,advanced
5346,0.67,intercepted,block,advanced
5347,0.73,intercepted,block,advanced
5348,0.82,intercepted,block,advanced
5349,0.69,intercepted,block,advanced
5350,0.71,intercepted,block,advanced
5351,0.74,intercepted,block,advanced
5352,0.69,intercepted,block,advanced
5353,0.71,intercepted,block,advanced
5354,0.68,intercepted,block,advanced
5355,0.73,intercepted,block,advanced
5356,0.72,intercepted,block,advanced
5357,0.75,intercepted,block,advanced
5358,0.69,intercepted,block,advanced
5359,0.73,intercepted,block,advanced
5360,0.73,intercepted,block,advanced
5361,0.87,intercepted,block,advanced
5362,0.66,intercepted,block,advanced
5363,0.74,intercepted,block,advanced
5364,0.74,intercepted,block,advanced
5365,0.8,intercepted,block,advanced
5366,0.71,intercepted,block,advanced
5367,0.64,susceptible,attempt,advanced
5368,0.73,intercepted,block,advanced
5369,0.6,susceptible,attempt,advanced
5370,0.84,intercepted,block,advanced
5371,0.71,intercepted,block,advanced
5372,0.8,intercepted,block,advanced
5373,0.66,intercepted,block,advanced
5374,0.65,intercepted,block,advanced
5375,0.71,intercepted,block,advanced
5376,0.85,intercepted,block,advanced
5377,0.76,intercepted,block,advanced
5378,0.59,susceptible,attempt,advanced
5379,0.67,intercepted,block,advanced
5380,0.73,intercepted,block,advanced
5381,0.75,intercepted,block,advanced
5382,0.66,intercepted,block,advanced
5383,0.71,intercepted,block,advanced
5384,0.75,intercepted,block,advanced
5385,0.78,intercepted,block,advanced
5386,0.77,intercepted,block,advanced
5387,0.72,intercepted,block,advanced
5388,0.75,intercepted,block,advanced
5389,0.71,intercepted,block,advanced
5390,0.69,intercepted,block,advanced
5391,0.78,intercepted,block,advanced
5392,0.75,intercepted,block,advanced
5393,0.77,intercepted,block,advanced
5394,0.78,intercepted,block,advanced
5395,0.79,intercepted,block,advanced
5396,0.73,intercepted,block,advanced
5397,0.69,intercepted,block,advanced
5398,0.65,intercepted,block,advanced
5399,0.8,intercepted,block,advanced
5400,0.72,intercepted,block,advanced
5401,0.76,intercepted,block,advanced
5402,0.79,intercepted,block,advanced
5403,0.73,intercepted,block,advanced
5404,0.76,intercepted,block,advanced
5405,0.65,intercepted,block,advanced
5406,0.74,intercepted,block,advanced
5407,0.58,susceptible,attempt,advanced
5408,0.69,intercepted,block,advanced
5409,0.74,intercepted,block,advanced
5410,0.77,intercepted,block,advanced
5411,0.59,susceptible,attempt,advanced
5412,0.74,intercepted,block,advanced
5413,0.79,intercepted,block,advanced
5414,0.69,intercepted,block,advanced
5415,0.66,intercepted,block,advanced
5416,0.65,intercepted,block,advanced
5417,0.73,intercepted,block,advanced
5418,0.71,intercepted,block,advanced
5419,0.66,intercepted,block,advanced
5420,0.74,intercepted,block,advanced
5421,0.79,intercepted,block,advanced
5422,0.72,intercepted,block,advanced
5423,0.72,intercepted,block,advanced
5424,0.65,intercepted,block,advanced
5425,0.66,intercepted,block,advanced
5426,0.78,intercepted,block,advanced
5427,0.76,intercepted,block,advanced
5428,0.8,intercepted,block,advanced
5429,0.79,intercepted,block,advanced
5430,0.62,susceptible,attempt,advanced
5431,0.69,intercepted,block,advanced
5432,0.78,intercepted,block,advanced
5433,0.74,intercepted,block,advanced
5434,0.56,susceptible,attempt,advanced
5435,0.65,intercepted,block,advanced
5436,0.8,intercepted,block,advanced
5437,0.65,intercepted,block,advanced
5438,0.71,intercepted,block,advanced
5439,0.79,intercepted,block,advanced
5440,0.71,intercepted,block,advanced
5441,0.69,intercepted,block,advanced
5442,0.78,intercepted,block,advanced
5443,0.73,intercepted,block,advanced
5444,0.61,susceptible,attempt,advanced
5445,0.72,intercepted,block,advanced
5446,0.78,intercepted,block,advanced
5447,0.6,susceptible,attempt,advanced
5448,0.71,intercepted,block,advanced
5449,0.74,intercepted,block,advanced
5450,0.67,intercepted,block,advanced
5451,0.71,intercepted,block,advanced
5452,0.77,intercepted,block,advanced
5453,0.83,intercepted,block,advanced
5454,0.74,intercepted,block,advanced
5455,0.8,intercepted,block,advanced
5456,0.78,intercepted,block,advanced
5457,0.73,intercepted,block,advanced
5458,0.72,intercepted,block,advanced
5459,0.8,intercepted,block,advanced
5460,0.89,intercepted,block,advanced
5461,0.79,intercepted,block,advanced
5462,0.8,intercepted,block,advanced
5463,0.77,intercepted,block,advanced
5464,0.77,intercepted,block,advanced
5465,0.77,intercepted,block,advanced
5466,0.7,intercepted,block,advanced
5467,0.66,intercepted,block,advanced
5468,0.8,intercepted,block,advanced
5469,0.78,intercepted,block,advanced
5470,0.72,intercepted,block,advanced
5471,0.76,intercepted,block,advanced
5472,0.76,intercepted,block,advanced
5473,0.67,intercepted,block,advanced
5474,0.76,intercepted,block,advanced
5475,0.67,intercepted,block,advanced
5476,0.78,intercepted,block,advanced
5477,0.67,intercepted,block,advanced
5478,0.83,intercepted,block,advanced
5479,0.63,susceptible,attempt,advanced
5480,0.66,intercepted,block,advanced
5481,0.72,intercepted,block,advanced
5482,0.76,intercepted,block,advanced
5483,0.77,intercepted,block,advanced
5484,0.84,intercepted,block,advanced
5485,0.7,intercepted,block,advanced
5486,0.72,intercepted,block,advanced
5487,0.69,intercepted,block,advanced
5488,0.7,intercepted,block,advanced
5489,0.75,intercepted,block,advanced
5490,0.75,intercepted,block,advanced
5491,0.71,intercepted,block,advanced
5492,0.73,intercepted,block,advanced
5493,0.64,susceptible,attempt,advanced
5494,0.63,susceptible,attempt,advanced
5495,0.72,intercepted,block,advanced
5496,0.74,intercepted,block,advanced
5497,0.81,intercepted,block,advanced
5498,0.81,intercepted,block,advanced
5499,0.75,intercepted,block,advanced
5500,0.74,intercepted,block,advanced
5501,0.75,intercepted,block,advanced
5502,0.67,intercepted,block,advanced
5503,0.83,intercepted,block,advanced
5504,0.77,intercepted,block,advanced
5505,0.76,intercepted,block,advanced
5506,0.76,intercepted,block,advanced
5507,0.58,susceptible,attempt,advanced
5508,0.7,intercepted,block,advanced
5509,0.72,intercepted,block,advanced
5510,0.74,intercepted,block,advanced
5511,0.8,intercepted,block,advanced
5512,0.63,susceptible,attempt,advanced
5513,0.67,intercepted,block,advanced
5514,0.77,intercepted,block,advanced
5515,0.64,susceptible,attempt,advanced
5516,0.73,intercepted,block,advanced
5517,0.71,intercepted,block,advanced
5518,0.79,intercepted,block,advanced
5519,0.65,intercepted,block,advanced
5520,0.72,intercepted,block,advanced
5521,0.67,intercepted,block,advanced
5522,0.77,intercepted,block,advanced
5523,0.68,intercepted,block,advanced
5524,0.61,susceptible,attempt,advanced
5525,0.82,intercepted,block,advanced
5526,0.72,intercepted,block,advanced
5527,0.76,intercepted,block,advanced
5528,0.73,intercepted,block,advanced
5529,0.64,susceptible,attempt,advanced
5530,0.68,intercepted,block,advanced
5531,0.74,intercepted,block,advanced
5532,0.78,intercepted,block,advanced
5533,0.64,susceptible,attempt,advanced
5534,0.86,intercepted,block,advanced
5535,0.78,intercepted,block,advanced
5536,0.66,intercepted,block,advanced
5537,0.64,susceptible,attempt,advanced
5538,0.77,intercepted,block,advanced
5539,0.66,intercepted,block,advanced
5540,0.79,intercepted,block,advanced
5541,0.81,intercepted,block,advanced
5542,0.64,susceptible,attempt,advanced
5543,0.79,intercepted,block,advanced
5544,0.71,intercepted,block,advanced
5545,0.72,intercepted,block,advanced
5546,0.74,intercepted,block,advanced
5547,0.62,susceptible,attempt,advanced
5548,0.69,intercepted,block,advanced
5549,0.88,intercepted,block,advanced
5550,0.68,intercepted,block,advanced
5551,0.7,intercepted,block,advanced
5552,0.68,intercepted,block,advanced
5553,0.73,intercepted,block,advanced
5554,0.75,intercepted,block,advanced
5555,0.82,intercepted,block,advanced
5556,0.61,susceptible,attempt,advanced
5557,0.77,intercepted,block,advanced
5558,0.72,intercepted,block,advanced
5559,0.73,intercepted,block,advanced
5560,0.62,susceptible,attempt,advanced
5561,0.71,intercepted,block,advanced
