attempts,probability,status,block,decryption_level
2452,0.7,intercepted,block,advanced
2453,0.67,intercepted,block,advanced
2454,0.71,intercepted,block,advanced
2455,0.64,susceptible,attempt,advanced
2456,0.74,intercepted,block,advanced
2457,0.81,intercepted,block,advanced
2458,0.62,susceptible,attempt,advanced
2459,0.74,intercepted,block,advanced
2460,0.71,intercepted,block,advanced
2461,0.8,intercepted,block,advanced
2462,0.85,intercepted,block,advanced
2463,0.67,intercepted,block,advanced
2464,0.74,intercepted,block,advanced
2465,0.84,intercepted,block,advanced
2466,0.79,intercepted,block,advanced
2467,0.73,intercepted,block,advanced
2468,0.74,intercepted,block,advanced
2469,0.78,intercepted,block,advanced
2470,0.65,intercepted,block,advanced
2471,0.75,intercepted,block,advanced
2472,0.75,intercepted,block,advanced
2473,0.72,intercepted,block,advanced
2474,0.75,intercepted,block,advanced
2475,0.79,intercepted,block,advanced
2476,0.72,intercepted,block,advanced
2477,0.63,susceptible,attempt,advanced
2478,0.75,intercepted,block,advanced
2479,0.76,intercepted,block,advanced
2480,0.67,intercepted,block,advanced
2481,0.73,intercepted,block,advanced
2482,0.7,intercepted,block,advanced
2483,0.69,intercepted,block,advanced
2484,0.61,susceptible,attempt,advanced
2485,0.61,susceptible,attempt,advanced
2486,0.73,intercepted,block,advanced
2487,0.6,susceptible,attempt,advanced
2488,0.77,intercepted,block,advanced
2489,0.75,intercepted,block,advanced
2490,0.68,intercepted,block,advanced
2491,0.78,intercepted,block,advanced
2492,0.65,intercepted,block,advanced
2493,0.77,intercepted,block,advanced
2494,0.78,intercepted,block,advanced
2495,0.64,susceptible,attempt,advanced
2496,0.72,intercepted,block,advanced
2497,0.68,intercepted,block,advanced
2498,0.64,susceptible,attempt,advanced
2499,0.72,intercepted,block,advanced
2500,0.7,intercepted,block,advanced
2501,0.74,intercepted,block,advanced
2502,0.78,intercepted,block,advanced
2503,0.72,intercepted,block,advanced
2504,0.84,intercepted,block,advanced
2505,0.67,intercepted,block,advanced
2506,0.71,intercepted,block,advanced
2507,0.76,intercepted,block,advanced
2508,0.72,intercepted,block,advanced
2509,0.82,intercepted,block,advanced
2510,0.72,intercepted,block,advanced
2511,0.74,intercepted,block,advanced
2512,0.68,intercepted,block,advanced
2513,0.74,intercepted,block,advanced
2514,0.77,intercepted,block,advanced
2515,0.67,intercepted,block,advanced
2516,0.68,intercepted,block,advanced
2517,0.74,intercepted,block,advanced
2518,0.71,intercepted,block,advanced
2519,0.71,intercepted,block,advanced
2520,0.71,intercepted,block,advanced
2521,0.69,intercepted,block,advanced
2522,0.71,intercepted,block,advanced
2523,0.6,susceptible,attempt,advanced
2524,0.79,intercepted,block,advanced
2525,0.65,intercepted,block,advanced
2526,0.73,intercepted,block,advanced
2527,0.73,intercepted,block,advanced
2528,0.76,intercepted,block,advanced
2529,0.71,intercepted,block,advanced
2530,0.72,intercepted,block,advanced
2531,0.67,intercepted,block,advanced
2532,0.68,intercepted,block,advanced
2533,0.8,intercepted,block,advanced
2534,0.83,intercepted,block,advanced
2535,0.67,intercepted,block,advanced
2536,0.79,intercepted,block,advanced
2537,0.63,susceptible,attempt,advanced
2538,0.7,intercepted,block,advanced
2539,0.8,intercepted,block,advanced
2540,0.76,intercepted,block,advanced
2541,0.7,intercepted,block,advanced
2542,0.77,intercepted,block,advanced
2543,0.69,intercepted,block,advanced
2544,0.76,intercepted,block,advanced
2545,0.74,intercepted,block,advanced
2546,0.66,intercepted,block,advanced
2547,0.79,intercepted,block,advanced
2548,0.81,intercepted,block,advanced
2549,0.68,intercepted,block,advanced
2550,0.69,intercepted,block,advanced
2551,0.72,intercepted,block,advanced
2552,0.78,intercepted,block,advanced
2553,0.75,intercepted,block,advanced
2554,0.8,intercepted,block,advanced
2555,0.74,intercepted,block,advanced
2556,0.85,intercepted,block,advanced
2557,0.81,intercepted,block,advanced
2558,0.8,intercepted,block,advanced
2559,0.79,intercepted,block,advanced
2560,0.68,intercepted,block,advanced
2561,0.63,susceptible,attempt,advanced
2562,0.83,intercepted,block,advanced
2563,0.71,intercepted,block,advanced
2564,0.75,intercepted,block,advanced
2565,0.71,intercepted,block,advanced
2566,0.73,intercepted,block,advanced
2567,0.73,intercepted,block,advanced
2568,0.76,intercepted,block,advanced
2569,0.7,intercepted,block,advanced
2570,0.72,intercepted,block,advanced
2571,0.72,intercepted,block,advanced
2572,0.75,intercepted,block,advanced
2573,0.7,intercepted,block,advanced
2574,0.73,intercepted,block,advanced
2575,0.68,intercepted,block,advanced
2576,0.71,intercepted,block,advanced
2577,0.73,intercepted,block,advanced
2578,0.77,intercepted,block,advanced
2579,0.74,intercepted,block,advanced
2580,0.77,intercepted,block,advanced
2581,0.79,intercepted,block,advanced
2582,0.68,intercepted,block,advanced
2583,0.79,intercepted,block,advanced
2584,0.72,intercepted,block,advanced
2585,0.8,intercepted,block,advanced
2586,0.74,intercepted,block,advanced
2587,0.72,intercepted,block,advanced
2588,0.74,intercepted,block,advanced
2589,0.67,intercepted,block,advanced
2590,0.82,intercepted,block,advanced
2591,0.67,intercepted,block,advanced
2592,0.65,intercepted,block,advanced
2593,0.75,intercepted,block,advanced
2594,0.73,intercepted,block,advanced
2595,0.83,intercepted,block,advanced
2596,0.78,intercepted,block,advanced
2597,0.73,intercepted,block,advanced
2598,0.85,intercepted,block,advanced
2599,0.77,intercepted,block,advanced
2600,0.74,intercepted,block,advanced
2601,0.77,intercepted,block,advanced
2602,0.76,intercepted,block,advanced
2603,0.71,intercepted,block,advanced
2604,0.67,intercepted,block,advanced
2605,0.69,intercepted,block,advanced
2606,0.57,susceptible,attempt,advanced
2607,0.65,intercepted,block,advanced
2608,0.64,susceptible,attempt,advanced
2609,0.68,intercepted,block,advanced
2610,0.66,intercepted,block,advanced
2611,0.69,intercepted,block,advanced
2612,0.83,intercepted,block,advanced
2613,0.77,intercepted,block,advanced
2614,0.71,intercepted,block,advanced
2615,0.72,intercepted,block,advanced
2616,0.73,intercepted,block,advanced
2617,0.75,intercepted,block,advanced
2618,0.84,intercepted,block,advanced
2619,0.76,intercepted,block,advanced
2620,0.67,intercepted,block,advanced
2621,0.86,intercepted,block,advanced
2622,0.77,intercepted,block,advanced
2623,0.73,intercepted,block,advanced
2624,0.71,intercepted,block,advanced
2625,0.78,intercepted,block,advanced
2626,0.66,intercepted,block,advanced
2627,0.65,intercepted,block,advanced
2628,0.69,intercepted,block,advanced
2629,0.67,intercepted,block,advanced
2630,0.72,intercepted,block,advanced
2631,0.65,intercepted,block,advanced
2632,0.76,intercepted,block,advanced
2633,0.79,intercepted,block,advanced
2634,0.78,intercepted,block,advanced
2635,0.84,intercepted,block,advanced
2636,0.67,intercepted,block,advanced
2637,0.81,intercepted,block,advanced
2638,0.73,intercepted,block,advanced
2639,0.75,intercepted,block,advanced
2640,0.65,intercepted,block,advanced
2641,0.7,intercepted,block,advanced
2642,0.77,intercepted,block,advanced
2643,0.72,intercepted,block,advanced
2644,0.83,intercepted,block,advanced
2645,0.61,susceptible,attempt,advanced
2646,0.74,intercepted,block,advanced
2647,0.75,intercepted,block,advanced
2648,0.74,intercepted,block,advanced
2649,0.72,intercepted,block,advanced
2650,0.69,intercepted,block,advanced
2651,0.75,intercepted,block,advanced
2652,0.67,intercepted,block,advanced
2653,0.79,intercepted,block,advanced
2654,0.76,intercepted,block,advanced
2655,0.73,intercepted,block,advanced
2656,0.74,intercepted,block,advanced
2657,0.67,intercepted,block,advanced
2658,0.61,susceptible,attempt,advanced
2659,0.69,intercepted,block,advanced
2660,0.71,intercepted,block,advanced
2661,0.77,intercepted,block,advanced
2662,0.73,intercepted,block,advanced
2663,0.66,intercepted,block,advanced
2664,0.73,intercepted,block,advanced
2665,0.76,intercepted,block,advanced
2666,0.86,intercepted,block,advanced
2667,0.76,intercepted,block,advanced
2668,0.68,intercepted,block,advanced
2669,0.78,intercepted,block,advanced
2670,0.8,intercepted,block,advanced
2671,0.75,intercepted,block,advanced
2672,0.73,intercepted,block,advanced
2673,0.76,intercepted,block,advanced
2674,0.83,intercepted,block,advanced
2675,0.76,intercepted,block,advanced
2676,0.71,intercepted,block,advanced
2677,0.76,intercepted,block,advanced
2678,0.68,intercepted,block,advanced
2679,0.72,intercepted,block,advanced
2680,0.71,intercepted,block,advanced
2681,0.72,intercepted,block,advanced
2682,0.85,intercepted,block,advanced
2683,0.78,intercepted,block,advanced
2684,0.67,intercepted,block,advanced
2685,0.84,intercepted,block,advanced
2686,0.81,intercepted,block,advanced
2687,0.73,intercepted,block,advanced
2688,0.7,intercepted,block,advanced
2689,0.68,intercepted,block,advanced
2690,0.74,intercepted,block,advanced
2691,0.84,intercepted,block,advanced
2692,0.7,intercepted,block,advanced
2693,0.77,intercepted,block,advanced
2694,0.63,susceptible,attempt,advanced
2695,0.65,intercepted,block,advanced
2696,0.7,intercepted,block,advanced
2697,0.74,intercepted,block,advanced
2698,0.7,intercepted,block,advanced
2699,0.75,intercepted,block,advanced
2700,0.65,intercepted,block,advanced
2701,0.72,intercepted,block,advanced
2702,0.64,susceptible,attempt,advanced
2703,0.74,intercepted,block,advanced
2704,0.64,susceptible,attempt,advanced
2705,0.72,intercepted,block,advanced
2706,0.77,intercepted,block,advanced
2707,0.6,susceptible,attempt,advanced
2708,0.59,susceptible,attempt,advanced
2709,0.77,intercepted,block,advanced
2710,0.79,intercepted,block,advanced
2711,0.71,intercepted,block,advanced
2712,0.78,intercepted,block,advanced
2713,0.77,intercepted,block,advanced
2714,0.79,intercepted,block,advanced
2715,0.69,intercepted,block,advanced
2716,0.82,intercepted,block,advanced
2717,0.64,susceptible,attempt,advanced
2718,0.7,intercepted,block,advanced
2719,0.67,intercepted,block,advanced
2720,0.75,intercepted,block,advanced
2721,0.77,intercepted,block,advanced
2722,0.6,susceptible,attempt,advanced
2723,0.79,intercepted,block,advanced
2724,0.69,intercepted,block,advanced
2725,0.84,intercepted,block,advanced
2726,0.7,intercepted,block,advanced
2727,0.71,intercepted,block,advanced
2728,0.72,intercepted,block,advanced
2729,0.81,intercepted,block,advanced
2730,0.78,intercepted,block,advanced
2731,0.74,intercepted,block,advanced
2732,0.78,intercepted,block,advanced
2733,0.7,intercepted,block,advanced
2734,0.63,susceptible,attempt,advanced
2735,0.75,intercepted,block,advanced
2736,0.69,intercepted,block,advanced
2737,0.75,intercepted,block,advanced
2738,0.73,intercepted,block,advanced
2739,0.72,intercepted,block,advanced
2740,0.56,susceptible,attempt,advanced
2741,0.84,intercepted,block,advanced
2742,0.78,intercepted,block,advanced
2743,0.77,intercepted,block,advanced
2744,0.66,intercepted,block,advanced
2745,0.77,intercepted,block,advanced
2746,0.75,intercepted,block,advanced
2747,0.74,intercepted,block,advanced
2748,0.76,intercepted,block,advanced
2749,0.8,intercepted,block,advanced
2750,0.76,intercepted,block,advanced
2751,0.75,intercepted,block,advanced
2752,0.66,intercepted,block,advanced
2753,0.69,intercepted,block,advanced
2754,0.84,intercepted,block,advanced
2755,0.67,intercepted,block,advanced
2756,0.71,intercepted,block,advanced
2757,0.74,intercepted,block,advanced
2758,0.66,intercepted,block,advanced
2759,0.74,intercepted,block,advanced
2760,0.65,intercepted,block,advanced
2761,0.7,intercepted,block,advanced
2762,0.65,intercepted,block,advanced
2763,0.73,intercepted,block,advanced
2764,0.65,intercepted,block,advanced
2765,0.75,intercepted,block,advanced
2766,0.77,intercepted,block,advanced
2767,0.85,intercepted,block,advanced
2768,0.79,intercepted,block,advanced
2769,0.58,susceptible,attempt,advanced
2770,0.73,intercepted,block,advanced
2771,0.73,intercepted,block,advanced
2772,0.74,intercepted,block,advanced
2773,0.73,intercepted,block,advanced
2774,0.58,susceptible,attempt,advanced
2775,0.78,intercepted,block,advanced
2776,0.74,intercepted,block,advanced
2777,0.72,intercepted,block,advanced
2778,0.78,intercepted,block,advanced
2779,0.67,intercepted,block,advanced
2780,0.77,intercepted,block,advanced
2781,0.79,intercepted,block,advanced
2782,0.7,intercepted,block,advanced
2783,0.76,intercepted,block,advanced
2784,0.8,intercepted,block,advanced
2785,0.72,intercepted,block,advanced
2786,0.68,intercepted,block,advanced
2787,0.7,intercepted,block,advanced
2788,0.87,intercepted,block,advanced
2789,0.81,intercepted,block,advanced
2790,0.83,intercepted,block,advanced
2791,0.57,susceptible,attempt,advanced
2792,0.76,intercepted,block,advanced
2793,0.79,intercepted,block,advanced
2794,0.74,intercepted,block,advanced
2795,0.64,susceptible,attempt,advanced
2796,0.68,intercepted,block,advanced
2797,0.73,intercepted,block,advanced
2798,0.76,intercepted,block,advanced
2799,0.75,intercepted,block,advanced
2800,0.77,intercepted,block,advanced
2801,0.7,intercepted,block,advanced
2802,0.86,intercepted,block,advanced
2803,0.74,intercepted,block,advanced
2804,0.75,intercepted,block,advanced
2805,0.72,intercepted,block,advanced
2806,0.65,intercepted,block,advanced
2807,0.69,intercepted,block,advanced
2808,0.66,intercepted,block,advanced
2809,0.81,intercepted,block,advanced
2810,0.72,intercepted,block,advanced
2811,0.79,intercepted,block,advanced
2812,0.66,intercepted,block,advanced
2813,0.68,intercepted,block,advanced
2814,0.6,susceptible,attempt,advanced
2815,0.76,intercepted,block,advanced
2816,0.71,intercepted,block,advanced
2817,0.78,intercepted,block,advanced
2818,0.67,intercepted,block,advanced
2819,0.69,intercepted,block,advanced
2820,0.65,intercepted,block,advanced
2821,0.68,intercepted,block,advanced
2822,0.72,intercepted,block,advanced
2823,0.65,intercepted,block,advanced
2824,0.73,intercepted,block,advanced
2825,0.89,intercepted,block,advanced
2826,0.66,intercepted,block,advanced
2827,0.8,intercepted,block,advanced
2828,0.71,intercepted,block,advanced
2829,0.71,intercepted,block,advanced
2830,0.73,intercepted,block,advanced
2831,0.68,intercepted,block,advanced
2832,0.73,intercepted,block,advanced
2833,0.73,intercepted,block,advanced
2834,0.7,intercepted,block,advanced
2835,0.73,intercepted,block,advanced
2836,0.66,intercepted,block,advanced
2837,0.59,susceptible,attempt,advanced
2838,0.72,intercepted,block,advanced
2839,0.75,intercepted,block,advanced
2840,0.77,intercepted,block,advanced
2841,0.69,intercepted,block,advanced
2842,0.81,intercepted,block,advanced
2843,0.69,intercepted,block,advanced
2844,0.7,intercepted,block,advanced
2845,0.75,intercepted,block,advanced
2846,0.72,intercepted,block,advanced
2847,0.73,intercepted,block,advanced
2848,0.72,intercepted,block,advanced
2849,0.68,intercepted,block,advanced
2850,0.72,intercepted,block,advanced
2851,0.73,intercepted,block,advanced
2852,0.65,intercepted,block,advanced
2853,0.66,intercepted,block,advanced
2854,0.81,intercepted,block,advanced
2855,0.8,intercepted,block,advanced
2856,0.72,intercepted,block,advanced
2857,0.77,intercepted,block,advanced
2858,0.65,intercepted,block,advanced
2859,0.75,intercepted,block,advanced
2860,0.65,intercepted,block,advanced
2861,0.77,intercepted,block,advanced
2862,0.69,intercepted,block,advanced
2863,0.77,intercepted,block,advanced
2864,0.71,intercepted,block,advanced
2865,0.69,intercepted,block,advanced
2866,0.69,intercepted,block,advanced
2867,0.67,intercepted,block,advanced
2868,0.64,susceptible,attempt,advanced
2869,0.7,intercepted,block,advanced
2870,0.87,intercepted,block,advanced
2871,0.74,intercepted,block,advanced
2872,0.75,intercepted,block,advanced
2873,0.67,intercepted,block,advanced
2874,0.7,intercepted,block,advanced
2875,0.72,intercepted,block,advanced
2876,0.8,intercepted,block,advanced
2877,0.69,intercepted,block,advanced
2878,0.7,intercepted,block,advanced
2879,0.71,intercepted,block,advanced
2880,0.72,intercepted,block,advanced
2881,0.7,intercepted,block,advanced
2882,0.71,intercepted,block,advanced
2883,0.73,intercepted,block,advanced
2884,0.82,intercepted,block,advanced
2885,0.75,intercepted,block,advanced
2886,0.68,intercepted,block,advanced
2887,0.7,intercepted,block,advanced
2888,0.72,intercepted,block,advanced
2889,0.68,intercepted,block,advanced
2890,0.78,intercepted,block,advanced
2891,0.8,intercepted,block,advanced
2892,0.71,intercepted,block,advanced
2893,0.83,intercepted,block,advanced
2894,0.74,intercepted,block,advanced
2895,0.78,intercepted,block,advanced
2896,0.73,intercepted,block,advanced
2897,0.79,intercepted,block,advanced
2898,0.72,intercepted,block,advanced
2899,0.73,intercepted,block,advanced
2900,0.62,susceptible,attempt,advanced
2901,0.74,intercepted,block,advanced
2902,0.75,intercepted,block,advanced
2903,0.73,intercepted,block,advanced
2904,0.75,intercepted,block,advanced
2905,0.72,intercepted,block,advanced
2906,0.74,intercepted,block,advanced
2907,0.72,intercepted,block,advanced
2908,0.83,intercepted,block,advanced
2909,0.81,intercepted,block,advanced
2910,0.69,intercepted,block,advanced
2911,0.71,intercepted,block,advanced
2912,0.65,intercepted,block,advanced
2913,0.6,susceptible,attempt,advanced
2914,0.76,intercepted,block,advanced
2915,0.73,intercepted,block,advanced
2916,0.69,intercepted,block,advanced
2917,0.83,intercepted,block,advanced
2918,0.68,intercepted,block,advanced
2919,0.7,intercepted,block,advanced
2920,0.7,intercepted,block,advanced
2921,0.69,intercepted,block,advanced
2922,0.65,intercepted,block,advanced
2923,0.71,intercepted,block,advanced
2924,0.68,intercepted,block,advanced
2925,0.67,intercepted,block,advanced
2926,0.79,intercepted,block,advanced
2927,0.71,intercepted,block,advanced
2928,0.78,intercepted,block,advanced
2929,0.76,intercepted,block,advanced
2930,0.73,intercepted,block,advanced
2931,0.74,intercepted,block,advanced
2932,0.76,intercepted,block,advanced
2933,0.77,intercepted,block,advanced
2934,0.72,intercepted,block,advanced
2935,0.66,intercepted,block,advanced
2936,0.73,intercepted,block,advanced
2937,0.68,intercepted,block,advanced
2938,0.71,intercepted,block,advanced
2939,0.71,intercepted,block,advanced
2940,0.57,susceptible,attempt,advanced
2941,0.7,intercepted,block,advanced
2942,0.72,intercepted,block,advanced
2943,0.82,intercepted,block,advanced
2944,0.66,intercepted,block,advanced
2945,0.71,intercepted,block,advanced
2946,0.74,intercepted,block,advanced
2947,0.69,intercepted,block,advanced
2948,0.69,intercepted,block,advanced
2949,0.69,intercepted,block,advanced
2950,0.59,susceptible,attempt,advanced
2951,0.8,intercepted,block,advanced
2952,0.79,intercepted,block,advanced
2953,0.65,intercepted,block,advanced
2954,0.6,susceptible,attempt,advanced
2955,0.67,intercepted,block,advanced
2956,0.72,intercepted,block,advanced
2957,0.66,intercepted,block,advanced
2958,0.76,intercepted,block,advanced
2959,0.68,intercepted,block,advanced
2960,0.75,intercepted,block,advanced
2961,0.62,susceptible,attempt,advanced
2962,0.73,intercepted,block,advanced
2963,0.73,intercepted,block,advanced
2964,0.77,intercepted,block,advanced
2965,0.67,intercepted,block,advanced
2966,0.67,intercepted,block,advanced
2967,0.67,intercepted,block,advanced
2968,0.74,intercepted,block,advanced
2969,0.84,intercepted,block,advanced
2970,0.74,intercepted,block,advanced
2971,0.78,intercepted,block,advanced
2972,0.65,intercepted,block,advanced
2973,0.81,intercepted,block,advanced
2974,0.78,intercepted,block,advanced
2975,0.7,intercepted,block,advanced
2976,0.66,intercepted,block,advanced
2977,0.7,intercepted,block,advanced
2978,0.75,intercepted,block,advanced
2979,0.75,intercepted,block,advanced
2980,0.86,intercepted,block,advanced
2981,0.83,intercepted,block,advanced
2982,0.82,intercepted,block,advanced
2983,0.68,intercepted,block,advanced
2984,0.74,intercepted,block,advanced
2985,0.73,intercepted,block,advanced
2986,0.69,intercepted,block,advanced
2987,0.66,intercepted,block,advanced
2988,0.65,intercepted,block,advanced
2989,0.77,intercepted,block,advanced
2990,0.75,intercepted,block,advanced
2991,0.75,intercepted,block,advanced
2992,0.6,susceptible,attempt,advanced
2993,0.65,intercepted,block,advanced
2994,0.58,susceptible,attempt,advanced
2995,0.74,intercepted,block,advanced
2996,0.76,intercepted,block,advanced
2997,0.64,susceptible,attempt,advanced
2998,0.76,intercepted,block,advanced
2999,0.64,susceptible,attempt,advanced
3000,0.73,intercepted,block,advanced
3001,0.72,intercepted,block,advanced
3002,0.7,intercepted,block,advanced
3003,0.56,susceptible,attempt,advanced
3004,0.74,intercepted,block,advanced
3005,0.7,intercepted,block,advanced
3006,0.75,intercepted,block,advanced
3007,0.71,intercepted,block,advanced
3008,0.79,intercepted,block,advanced
3009,0.71,intercepted,block,advanced
3010,0.83,intercepted,block,advanced
3011,0.69,intercepted,block,advanced
3012,0.8,intercepted,block,advanced
3013,0.67,intercepted,block,advanced
3014,0.73,intercepted,block,advanced
3015,0.69,intercepted,block,advanced
3016,0.66,intercepted,block,advanced
3017,0.64,susceptible,attempt,advanced
3018,0.68,intercepted,block,advanced
3019,0.78,intercepted,block,advanced
3020,0.78,intercepted,block,advanced
3021,0.65,intercepted,block,advanced
3022,0.75,intercepted,block,advanced
3023,0.69,intercepted,block,advanced
3024,0.59,susceptible,attempt,advanced
3025,0.7,intercepted,block,advanced
3026,0.64,susceptible,attempt,advanced
3027,0.68,intercepted,block,advanced
3028,0.75,intercepted,block,advanced
3029,0.57,susceptible,attempt,advanced
3030,0.64,susceptible,attempt,advanced
3031,0.69,intercepted,block,advanced
3032,0.72,intercepted,block,advanced
3033,0.74,intercepted,block,advanced
3034,0.73,intercepted,block,advanced
3035,0.67,intercepted,block,advanced
3036,0.69,intercepted,block,advanced
3037,0.73,intercepted,block,advanced
3038,0.73,intercepted,block,advanced
3039,0.65,intercepted,block,advanced
3040,0.72,intercepted,block,advanced
3041,0.71,intercepted,block,advanced
3042,0.78,intercepted,block,advanced
3043,0.73,intercepted,block,advanced
3044,0.67,intercepted,block,advanced
3045,0.7,intercepted,block,advanced
3046,0.84,intercepted,block,advanced
3047,0.75,intercepted,block,advanced
3048,0.71,intercepted,block,advanced
3049,0.76,intercepted,block,advanced
3050,0.74,intercepted,block,advanced
3051,0.73,intercepted,block,advanced
3052,0.82,intercepted,block,advanced
3053,0.62,susceptible,attempt,advanced
3054,0.78,intercepted,block,advanced
3055,0.74,intercepted,block,advanced
3056,0.77,intercepted,block,advanced
3057,0.66,intercepted,block,advanced
3058,0.74,intercepted,block,advanced
3059,0.75,intercepted,block,advanced
3060,0.64,susceptible,attempt,advanced
3061,0.69,intercepted,block,advanced
3062,0.74,intercepted,block,advanced
3063,0.64,susceptible,attempt,advanced
3064,0.79,intercepted,block,advanced
3065,0.77,intercepted,block,advanced
3066,0.69,intercepted,block,advanced
3067,0.68,intercepted,block,advanced
3068,0.76,intercepted,block,advanced
3069,0.69,intercepted,block,advanced
3070,0.85,intercepted,block,advanced
3071,0.66,intercepted,block,advanced
3072,0.88,intercepted,block,advanced
3073,0.72,intercepted,block,advanced
3074,0.71,intercepted,block,advanced
3075,0.77,intercepted,block,advanced
3076,0.72,intercepted,block,advanced
3077,0.73,intercepted,block,advanced
3078,0.77,intercepted,block,advanced
3079,0.67,intercepted,block,advanced
3080,0.74,intercepted,block,advanced
3081,0.77,intercepted,block,advanced
3082,0.77,intercepted,block,advanced
3083,0.74,intercepted,block,advanced
3084,0.79,intercepted,block,advanced
3085,0.73,intercepted,block,advanced
3086,0.76,intercepted,block,advanced
3087,0.71,intercepted,block,advanced
3088,0.72,intercepted,block,advanced
3089,0.66,intercepted,block,advanced
3090,0.66,intercepted,block,advanced
3091,0.8,intercepted,block,advanced
3092,0.76,intercepted,block,advanced
3093,0.76,intercepted,block,advanced
3094,0.74,intercepted,block,advanced
3095,0.74,intercepted,block,advanced
3096,0.69,intercepted,block,advanced
3097,0.67,intercepted,block,advanced
3098,0.78,intercepted,block,advanced
3099,0.71,intercepted,block,advanced
3100,0.66,intercepted,block,advanced
3101,0.64,susceptible,attempt,advanced
3102,0.69,intercepted,block,advanced
3103,0.66,intercepted,block,advanced
3104,0.77,intercepted,block,advanced
3105,0.65,intercepted,block,advanced
3106,0.77,intercepted,block,advanced
3107,0.71,intercepted,block,advanced
3108,0.78,intercepted,block,advanced
3109,0.77,intercepted,block,advanced
3110,0.76,intercepted,block,advanced
3111,0.7,intercepted,block,advanced
3112,0.77,intercepted,block,advanced
3113,0.72,intercepted,block,advanced
3114,0.74,intercepted,block,advanced
3115,0.81,intercepted,block,advanced
3116,0.71,intercepted,block,advanced
3117,0.76,intercepted,block,advanced
3118,0.72,intercepted,block,advanced
3119,0.76,intercepted,block,advanced
3120,0.75,intercepted,block,advanced
3121,0.78,intercepted,block,advanced
3122,0.77,intercepted,block,advanced
3123,0.75,intercepted,block,advanced
3124,0.84,intercepted,block,advanced
3125,0.8,intercepted,block,advanced
3126,0.7,intercepted,block,advanced
3127,0.67,intercepted,block,advanced
3128,0.7,intercepted,block,advanced
3129,0.85,intercepted,block,advanced
3130,0.7,intercepted,block,advanced
3131,0.78,intercepted,block,advanced
3132,0.74,intercepted,block,advanced
3133,0.78,intercepted,block,advanced
3134,0.72,intercepted,block,advanced
3135,0.66,intercepted,block,advanced
3136,0.7,intercepted,block,advanced
3137,0.86,intercepted,block,advanced
3138,0.76,intercepted,block,advanced
3139,0.64,susceptible,attempt,advanced
3140,0.73,intercepted,block,advanced
3141,0.64,susceptible,attempt,advanced
3142,0.68,intercepted,block,advanced
3143,0.66,intercepted,block,advanced
3144,0.65,intercepted,block,advanced
3145,0.74,intercepted,block,advanced
3146,0.67,intercepted,block,advanced
3147,0.77,intercepted,block,advanced
3148,0.73,intercepted,block,advanced
3149,0.7,intercepted,block,advanced
3150,0.71,intercepted,block,advanced
3151,0.68,intercepted,block,advanced
3152,0.76,intercepted,block,advanced
3153,0.74,intercepted,block,advanced
3154,0.67,intercepted,block,advanced
3155,0.81,intercepted,block,advanced
3156,0.81,intercepted,block,advanced
3157,0.7,intercepted,block,advanced
3158,0.78,intercepted,block,advanced
3159,0.74,intercepted,block,advanced
3160,0.73,intercepted,block,advanced
3161,0.7,intercepted,block,advanced
3162,0.78,intercepted,block,advanced
3163,0.79,intercepted,block,advanced
3164,0.71,intercepted,block,advanced
3165,0.68,intercepted,block,advanced
3166,0.69,intercepted,block,advanced
3167,0.59,susceptible,attempt,advanced
3168,0.79,intercepted,block,advanced
3169,0.65,intercepted,block,advanced
3170,0.68,intercepted,block,advanced
3171,0.68,intercepted,block,advanced
3172,0.69,intercepted,block,advanced
3173,0.77,intercepted,block,advanced
3174,0.7,intercepted,block,advanced
3175,0.78,intercepted,block,advanced
3176,0.74,intercepted,block,advanced
3177,0.72,intercepted,block,advanced
3178,0.71,intercepted,block,advanced
3179,0.69,intercepted,block,advanced
3180,0.69,intercepted,block,advanced
3181,0.62,susceptible,attempt,advanced
3182,0.77,intercepted,block,advanced
3183,0.74,intercepted,block,advanced
3184,0.75,intercepted,block,advanced
3185,0.72,intercepted,block,advanced
3186,0.67,intercepted,block,advanced
3187,0.73,intercepted,block,advanced
3188,0.58,susceptible,attempt,advanced
3189,0.69,intercepted,block,advanced
3190,0.71,intercepted,block,advanced
3191,0.72,intercepted,block,advanced
3192,0.77,intercepted,block,advanced
3193,0.69,intercepted,block,advanced
3194,0.7,intercepted,block,advanced
3195,0.71,intercepted,block,advanced
3196,0.7,intercepted,block,advanced
3197,0.74,intercepted,block,advanced
3198,0.69,intercepted,block,advanced
3199,0.77,intercepted,block,advanced
3200,0.77,intercepted,block,advanced
3201,0.8,intercepted,block,advanced
3202,0.73,intercepted,block,advanced
3203,0.72,intercepted,block,advanced
3204,0.69,intercepted,block,advanced
3205,0.76,intercepted,block,advanced
3206,0.62,susceptible,attempt,advanced
3207,0.74,intercepted,block,advanced
3208,0.73,intercepted,block,advanced
3209,0.75,intercepted,block,advanced
3210,0.76,intercepted,block,advanced
3211,0.72,intercepted,block,advanced
3212,0.89,intercepted,block,advanced
3213,0.78,intercepted,block,advanced
3214,0.73,intercepted,block,advanced
3215,0.77,intercepted,block,advanced
3216,0.79,intercepted,block,advanced
3217,0.63,susceptible,attempt,advanced
3218,0.72,intercepted,block,advanced
3219,0.78,intercepted,block,advanced
3220,0.77,intercepted,block,advanced
3221,0.76,intercepted,block,advanced
