,iteration,message_status,probability,strategy
1668,166,unsuccessful,0.4,windtexter_full
1669,166,successful,0.7,windtexter_full
1670,167,unsuccessful,0.5,no_windtexter
1671,167,successful,0.6,no_windtexter
1672,167,unsuccessful,0.2,windtexter_baseline
1673,167,unsuccessful,0.4,windtexter_baseline
1674,167,unsuccessful,0.4,windtexter_baseline
1675,167,unsuccessful,0.3,windtexter_full
1676,167,successful,0.6,windtexter_full
1677,167,unsuccessful,0.3,windtexter_full
1678,167,successful,0.8,windtexter_full
1679,167,unsuccessful,0.4,windtexter_full
1680,168,unsuccessful,0.5,no_windtexter
1681,168,successful,0.8,no_windtexter
1682,168,unsuccessful,0.5,windtexter_baseline
1683,168,unsuccessful,0.5,windtexter_baseline
1684,168,successful,0.6,windtexter_baseline
1685,168,unsuccessful,0.2,windtexter_full
1686,168,successful,0.6,windtexter_full
1687,168,successful,0.6,windtexter_full
1688,168,unsuccessful,0.5,windtexter_full
1689,168,unsuccessful,0.4,windtexter_full
1690,169,unsuccessful,0.4,no_windtexter
1691,169,unsuccessful,0.4,no_windtexter
1692,169,unsuccessful,0.1,windtexter_baseline
1693,169,successful,0.8,windtexter_baseline
1694,169,unsuccessful,0.4,windtexter_baseline
1695,169,unsuccessful,0.5,windtexter_full
1696,169,unsuccessful,0.4,windtexter_full
1697,169,unsuccessful,0.5,windtexter_full
1698,169,unsuccessful,0.4,windtexter_full
1699,169,unsuccessful,0.3,windtexter_full
1700,170,successful,0.8,no_windtexter
1701,170,successful,0.8,no_windtexter
1702,170,unsuccessful,0.3,windtexter_baseline
1703,170,successful,0.8,windtexter_baseline
1704,170,unsuccessful,0.4,windtexter_baseline
1705,170,unsuccessful,0.3,windtexter_full
1706,170,successful,0.7,windtexter_full
1707,170,successful,0.7,windtexter_full
1708,170,successful,0.6,windtexter_full
1709,170,unsuccessful,0.4,windtexter_full
1710,171,unsuccessful,0.5,no_windtexter
1711,171,unsuccessful,0.5,no_windtexter
1712,171,unsuccessful,0.5,windtexter_baseline
1713,171,unsuccessful,0.4,windtexter_baseline
1714,171,unsuccessful,0.4,windtexter_baseline
1715,171,unsuccessful,0.3,windtexter_full
1716,171,unsuccessful,0.1,windtexter_full
1717,171,successful,0.6,windtexter_full
1718,171,successful,0.6,windtexter_full
1719,171,unsuccessful,0.4,windtexter_full
1720,172,unsuccessful,0.3,no_windtexter
1721,172,successful,0.7,no_windtexter
1722,172,unsuccessful,0.5,windtexter_baseline
1723,172,unsuccessful,0.2,windtexter_baseline
1724,172,unsuccessful,0.2,windtexter_baseline
1725,172,unsuccessful,0.4,windtexter_full
1726,172,successful,0.7,windtexter_full
1727,172,unsuccessful,0.3,windtexter_full
1728,172,unsuccessful,0.4,windtexter_full
1729,172,unsuccessful,0.3,windtexter_full
1730,173,unsuccessful,0.4,no_windtexter
1731,173,successful,0.6,no_windtexter
1732,173,unsuccessful,0.5,windtexter_baseline
1733,173,unsuccessful,0.4,windtexter_baseline
1734,173,unsuccessful,0.5,windtexter_baseline
1735,173,unsuccessful,0.3,windtexter_full
1736,173,successful,0.8,windtexter_full
1737,173,unsuccessful,0.1,windtexter_full
1738,173,successful,0.7,windtexter_full
1739,173,unsuccessful,0.2,windtexter_full
1740,174,unsuccessful,0.4,no_windtexter
1741,174,successful,0.7,no_windtexter
1742,174,unsuccessful,0.2,windtexter_baseline
1743,174,unsuccessful,0.5,windtexter_baseline
1744,174,unsuccessful,0.4,windtexter_baseline
1745,174,unsuccessful,0.2,windtexter_full
1746,174,unsuccessful,0.5,windtexter_full
1747,174,successful,0.6,windtexter_full
1748,174,successful,0.6,windtexter_full
1749,174,successful,0.6,windtexter_full
1750,175,unsuccessful,0.4,no_windtexter
1751,175,successful,0.8,no_windtexter
1752,175,unsuccessful,0.2,windtexter_baseline
1753,175,unsuccessful,0.1,windtexter_baseline
1754,175,unsuccessful,0.4,windtexter_baseline
1755,175,unsuccessful,0.3,windtexter_full
1756,175,successful,0.7,windtexter_full
1757,175,unsuccessful,0.5,windtexter_full
1758,175,unsuccessful,0.2,windtexter_full
1759,175,unsuccessful,0.5,windtexter_full
1760,176,unsuccessful,0.4,no_windtexter
1761,176,successful,0.8,no_windtexter
1762,176,unsuccessful,0.4,windtexter_baseline
1763,176,unsuccessful,0.5,windtexter_baseline
1764,176,unsuccessful,0.5,windtexter_baseline
1765,176,successful,0.6,windtexter_full
1766,176,unsuccessful,0.1,windtexter_full
1767,176,unsuccessful,0.4,windtexter_full
1768,176,unsuccessful,0.3,windtexter_full
1769,176,unsuccessful,0.5,windtexter_full
1770,177,unsuccessful,0.5,no_windtexter
1771,177,unsuccessful,0.4,no_windtexter
1772,177,unsuccessful,0.5,windtexter_baseline
1773,177,unsuccessful,0.5,windtexter_baseline
1774,177,successful,0.8,windtexter_baseline
1775,177,unsuccessful,0.5,windtexter_full
1776,177,unsuccessful,0.3,windtexter_full
1777,177,unsuccessful,0.4,windtexter_full
1778,177,successful,0.6,windtexter_full
1779,177,unsuccessful,0.3,windtexter_full
1780,178,unsuccessful,0.3,no_windtexter
1781,178,unsuccessful,0.2,no_windtexter
1782,178,unsuccessful,0.4,windtexter_baseline
1783,178,successful,0.6,windtexter_baseline
1784,178,unsuccessful,0.3,windtexter_baseline
1785,178,unsuccessful,0.5,windtexter_full
1786,178,unsuccessful,0.5,windtexter_full
1787,178,unsuccessful,0.5,windtexter_full
1788,178,unsuccessful,0.1,windtexter_full
1789,178,unsuccessful,0.4,windtexter_full
1790,179,unsuccessful,0.3,no_windtexter
1791,179,successful,0.7,no_windtexter
1792,179,successful,0.6,windtexter_baseline
1793,179,unsuccessful,0.4,windtexter_baseline
1794,179,unsuccessful,0.5,windtexter_baseline
1795,179,successful,0.8,windtexter_full
1796,179,unsuccessful,0.5,windtexter_full
1797,179,unsuccessful,0.4,windtexter_full
1798,179,successful,0.8,windtexter_full
1799,179,unsuccessful,0.5,windtexter_full
1800,180,successful,0.6,no_windtexter
1801,180,unsuccessful,0.5,no_windtexter
1802,180,unsuccessful,0.5,windtexter_baseline
1803,180,unsuccessful,0.5,windtexter_baseline
1804,180,unsuccessful,0.4,windtexter_baseline
1805,180,successful,0.7,windtexter_full
1806,180,unsuccessful,0.5,windtexter_full
1807,180,successful,0.8,windtexter_full
1808,180,unsuccessful,0.3,windtexter_full
1809,180,successful,0.7,windtexter_full
1810,181,unsuccessful,0.4,no_windtexter
1811,181,successful,0.7,no_windtexter
1812,181,successful,0.6,windtexter_baseline
1813,181,unsuccessful,0.2,windtexter_baseline
1814,181,unsuccessful,0.3,windtexter_baseline
1815,181,unsuccessful,0.2,windtexter_full
1816,181,successful,0.8,windtexter_full
1817,181,unsuccessful,0.1,windtexter_full
1818,181,successful,0.6,windtexter_full
1819,181,unsuccessful,0.3,windtexter_full
1820,182,unsuccessful,0.2,no_windtexter
1821,182,unsuccessful,0.5,no_windtexter
1822,182,unsuccessful,0.2,windtexter_baseline
1823,182,successful,0.6,windtexter_baseline
1824,182,successful,0.8,windtexter_baseline
1825,182,unsuccessful,0.4,windtexter_full
1826,182,successful,0.6,windtexter_full
1827,182,unsuccessful,0.5,windtexter_full
1828,182,successful,0.8,windtexter_full
1829,182,unsuccessful,0.5,windtexter_full
1830,183,unsuccessful,0.5,no_windtexter
1831,183,unsuccessful,0.2,no_windtexter
1832,183,unsuccessful,0.4,windtexter_baseline
1833,183,unsuccessful,0.4,windtexter_baseline
1834,183,unsuccessful,0.3,windtexter_baseline
1835,183,unsuccessful,0.5,windtexter_full
1836,183,successful,0.7,windtexter_full
1837,183,unsuccessful,0.4,windtexter_full
1838,183,unsuccessful,0.1,windtexter_full
1839,183,unsuccessful,0.5,windtexter_full
1840,184,unsuccessful,0.5,no_windtexter
1841,184,unsuccessful,0.3,no_windtexter
1842,184,unsuccessful,0.1,windtexter_baseline
1843,184,successful,0.6,windtexter_baseline
1844,184,successful,0.8,windtexter_baseline
1845,184,unsuccessful,0.2,windtexter_full
1846,184,successful,0.7,windtexter_full
1847,184,unsuccessful,0.1,windtexter_full
1848,184,unsuccessful,0.1,windtexter_full
1849,184,unsuccessful,0.3,windtexter_full
1850,185,successful,0.6,no_windtexter
1851,185,unsuccessful,0.4,no_windtexter
1852,185,unsuccessful,0.4,windtexter_baseline
1853,185,successful,0.6,windtexter_baseline
1854,185,successful,0.6,windtexter_baseline
1855,185,successful,0.6,windtexter_full
1856,185,successful,0.7,windtexter_full
1857,185,unsuccessful,0.5,windtexter_full
1858,185,successful,0.8,windtexter_full
1859,185,unsuccessful,0.4,windtexter_full
1860,186,unsuccessful,0.2,no_windtexter
1861,186,unsuccessful,0.1,no_windtexter
1862,186,unsuccessful,0.5,windtexter_baseline
1863,186,successful,0.6,windtexter_baseline
1864,186,unsuccessful,0.4,windtexter_baseline
1865,186,unsuccessful,0.5,windtexter_full
1866,186,unsuccessful,0.5,windtexter_full
1867,186,unsuccessful,0.2,windtexter_full
1868,186,successful,0.6,windtexter_full
1869,186,unsuccessful,0.2,windtexter_full
1870,187,unsuccessful,0.5,no_windtexter
1871,187,unsuccessful,0.2,no_windtexter
1872,187,unsuccessful,0.3,windtexter_baseline
1873,187,unsuccessful,0.5,windtexter_baseline
1874,187,unsuccessful,0.1,windtexter_baseline
1875,187,unsuccessful,0.4,windtexter_full
1876,187,unsuccessful,0.1,windtexter_full
1877,187,successful,0.8,windtexter_full
1878,187,unsuccessful,0.4,windtexter_full
1879,187,unsuccessful,0.4,windtexter_full
1880,188,unsuccessful,0.2,no_windtexter
1881,188,unsuccessful,0.4,no_windtexter
1882,188,unsuccessful,0.5,windtexter_baseline
1883,188,unsuccessful,0.2,windtexter_baseline
1884,188,successful,0.6,windtexter_baseline
1885,188,unsuccessful,0.5,windtexter_full
1886,188,unsuccessful,0.5,windtexter_full
1887,188,unsuccessful,0.3,windtexter_full
1888,188,unsuccessful,0.5,windtexter_full
1889,188,unsuccessful,0.3,windtexter_full
1890,189,unsuccessful,0.3,no_windtexter
1891,189,unsuccessful,0.5,no_windtexter
1892,189,unsuccessful,0.4,windtexter_baseline
1893,189,successful,0.8,windtexter_baseline
1894,189,unsuccessful,0.5,windtexter_baseline
1895,189,unsuccessful,0.5,windtexter_full
1896,189,unsuccessful,0.4,windtexter_full
1897,189,unsuccessful,0.1,windtexter_full
1898,189,successful,0.6,windtexter_full
1899,189,unsuccessful,0.5,windtexter_full
1900,190,unsuccessful,0.3,no_windtexter
1901,190,unsuccessful,0.5,no_windtexter
1902,190,successful,0.6,windtexter_baseline
1903,190,unsuccessful,0.1,windtexter_baseline
1904,190,successful,0.7,windtexter_baseline
1905,190,unsuccessful,0.5,windtexter_full
1906,190,successful,0.6,windtexter_full
1907,190,unsuccessful,0.3,windtexter_full
1908,190,unsuccessful,0.3,windtexter_full
1909,190,unsuccessful,0.4,windtexter_full
1910,191,unsuccessful,0.5,no_windtexter
1911,191,unsuccessful,0.4,no_windtexter
1912,191,unsuccessful,0.4,windtexter_baseline
1913,191,unsuccessful,0.1,windtexter_baseline
1914,191,successful,0.7,windtexter_baseline
1915,191,successful,0.7,windtexter_full
1916,191,unsuccessful,0.4,windtexter_full
1917,191,unsuccessful,0.4,windtexter_full
1918,191,successful,0.7,windtexter_full
1919,191,successful,0.6,windtexter_full
1920,192,unsuccessful,0.2,no_windtexter
1921,192,successful,0.6,no_windtexter
1922,192,unsuccessful,0.4,windtexter_baseline
1923,192,unsuccessful,0.1,windtexter_baseline
1924,192,unsuccessful,0.3,windtexter_baseline
1925,192,unsuccessful,0.2,windtexter_full
1926,192,unsuccessful,0.3,windtexter_full
1927,192,unsuccessful,0.3,windtexter_full
1928,192,unsuccessful,0.2,windtexter_full
1929,192,successful,0.6,windtexter_full
1930,193,unsuccessful,0.1,no_windtexter
1931,193,unsuccessful,0.3,no_windtexter
1932,193,successful,0.6,windtexter_baseline
1933,193,unsuccessful,0.5,windtexter_baseline
1934,193,unsuccessful,0.4,windtexter_baseline
1935,193,successful,0.6,windtexter_full
1936,193,successful,0.7,windtexter_full
1937,193,unsuccessful,0.4,windtexter_full
1938,193,unsuccessful,0.3,windtexter_full
1939,193,unsuccessful,0.5,windtexter_full
1940,194,successful,0.8,no_windtexter
1941,194,successful,0.7,no_windtexter
1942,194,unsuccessful,0.4,windtexter_baseline
1943,194,unsuccessful,0.5,windtexter_baseline
1944,194,unsuccessful,0.4,windtexter_baseline
1945,194,unsuccessful,0.4,windtexter_full
1946,194,successful,0.6,windtexter_full
1947,194,successful,0.7,windtexter_full
1948,194,unsuccessful,0.4,windtexter_full
1949,194,unsuccessful,0.4,windtexter_full
1950,195,successful,0.6,no_windtexter
1951,195,unsuccessful,0.4,no_windtexter
1952,195,unsuccessful,0.5,windtexter_baseline
1953,195,successful,0.6,windtexter_baseline
1954,195,unsuccessful,0.4,windtexter_baseline
1955,195,successful,0.8,windtexter_full
1956,195,unsuccessful,0.2,windtexter_full
1957,195,unsuccessful,0.3,windtexter_full
1958,195,successful,0.6,windtexter_full
1959,195,unsuccessful,0.4,windtexter_full
1960,196,unsuccessful,0.5,no_windtexter
1961,196,successful,0.7,no_windtexter
1962,196,unsuccessful,0.4,windtexter_baseline
1963,196,successful,0.6,windtexter_baseline
1964,196,unsuccessful,0.4,windtexter_baseline
1965,196,unsuccessful,0.4,windtexter_full
1966,196,unsuccessful,0.4,windtexter_full
1967,196,successful,0.7,windtexter_full
1968,196,unsuccessful,0.1,windtexter_full
1969,196,unsuccessful,0.3,windtexter_full
1970,197,unsuccessful,0.3,no_windtexter
1971,197,unsuccessful,0.2,no_windtexter
1972,197,successful,0.7,windtexter_baseline
1973,197,unsuccessful,0.4,windtexter_baseline
1974,197,unsuccessful,0.5,windtexter_baseline
1975,197,unsuccessful,0.4,windtexter_full
1976,197,successful,0.7,windtexter_full
1977,197,unsuccessful,0.5,windtexter_full
1978,197,unsuccessful,0.2,windtexter_full
1979,197,unsuccessful,0.1,windtexter_full
1980,198,unsuccessful,0.4,no_windtexter
1981,198,successful,0.7,no_windtexter
1982,198,unsuccessful,0.3,windtexter_baseline
1983,198,successful,0.7,windtexter_baseline
1984,198,unsuccessful,0.1,windtexter_baseline
1985,198,unsuccessful,0.4,windtexter_full
1986,198,unsuccessful,0.5,windtexter_full
1987,198,successful,0.6,windtexter_full
1988,198,unsuccessful,0.1,windtexter_full
1989,198,unsuccessful,0.4,windtexter_full
1990,199,unsuccessful,0.3,no_windtexter
1991,199,successful,0.6,no_windtexter
1992,199,unsuccessful,0.3,windtexter_baseline
1993,199,unsuccessful,0.2,windtexter_baseline
1994,199,unsuccessful,0.5,windtexter_baseline
1995,199,unsuccessful,0.5,windtexter_full
1996,199,unsuccessful,0.5,windtexter_full
1997,199,successful,0.6,windtexter_full
1998,199,unsuccessful,0.5,windtexter_full
1999,199,unsuccessful,0.4,windtexter_full
2000,200,successful,0.7,no_windtexter
2001,200,successful,0.7,no_windtexter
2002,200,unsuccessful,0.2,windtexter_baseline
2003,200,unsuccessful,0.5,windtexter_baseline
2004,200,successful,0.7,windtexter_baseline
2005,200,successful,0.7,windtexter_full
2006,200,successful,0.7,windtexter_full
2007,200,unsuccessful,0.3,windtexter_full
2008,200,unsuccessful,0.1,windtexter_full
2009,200,successful,0.6,windtexter_full
2010,201,unsuccessful,0.3,no_windtexter
2011,201,unsuccessful,0.4,no_windtexter
2012,201,unsuccessful,0.3,windtexter_baseline
2013,201,successful,0.6,windtexter_baseline
2014,201,unsuccessful,0.5,windtexter_baseline
2015,201,unsuccessful,0.4,windtexter_full
2016,201,unsuccessful,0.2,windtexter_full
2017,201,unsuccessful,0.5,windtexter_full
2018,201,successful,0.6,windtexter_full
2019,201,unsuccessful,0.4,windtexter_full
2020,202,unsuccessful,0.2,no_windtexter
2021,202,successful,0.7,no_windtexter
2022,202,unsuccessful,0.2,windtexter_baseline
2023,202,unsuccessful,0.3,windtexter_baseline
2024,202,unsuccessful,0.1,windtexter_baseline
2025,202,unsuccessful,0.5,windtexter_full
2026,202,unsuccessful,0.5,windtexter_full
2027,202,successful,0.6,windtexter_full
2028,202,unsuccessful,0.2,windtexter_full
2029,202,unsuccessful,0.5,windtexter_full
2030,203,unsuccessful,0.5,no_windtexter
2031,203,unsuccessful,0.2,no_windtexter
2032,203,successful,0.6,windtexter_baseline
2033,203,successful,0.7,windtexter_baseline
2034,203,successful,0.8,windtexter_baseline
2035,203,successful,0.8,windtexter_full
2036,203,successful,0.6,windtexter_full
2037,203,unsuccessful,0.3,windtexter_full
2038,203,unsuccessful,0.5,windtexter_full
2039,203,unsuccessful,0.4,windtexter_full
2040,204,unsuccessful,0.4,no_windtexter
2041,204,unsuccessful,0.4,no_windtexter
2042,204,unsuccessful,0.4,windtexter_baseline
2043,204,unsuccessful,0.4,windtexter_baseline
2044,204,unsuccessful,0.3,windtexter_baseline
2045,204,successful,0.8,windtexter_full
2046,204,unsuccessful,0.4,windtexter_full
2047,204,successful,0.6,windtexter_full
2048,204,unsuccessful,0.4,windtexter_full
2049,204,successful,0.7,windtexter_full
2050,205,unsuccessful,0.3,no_windtexter
2051,205,unsuccessful,0.4,no_windtexter
2052,205,unsuccessful,0.4,windtexter_baseline
2053,205,unsuccessful,0.5,windtexter_baseline
2054,205,successful,0.6,windtexter_baseline
2055,205,unsuccessful,0.2,windtexter_full
2056,205,successful,0.7,windtexter_full
2057,205,unsuccessful,0.5,windtexter_full
2058,205,unsuccessful,0.2,windtexter_full
2059,205,unsuccessful,0.5,windtexter_full
2060,206,unsuccessful,0.4,no_windtexter
2061,206,unsuccessful,0.3,no_windtexter
2062,206,successful,0.6,windtexter_baseline
2063,206,unsuccessful,0.2,windtexter_baseline
2064,206,unsuccessful,0.1,windtexter_baseline
2065,206,unsuccessful,0.4,windtexter_full
2066,206,successful,0.7,windtexter_full
2067,206,unsuccessful,0.3,windtexter_full
2068,206,unsuccessful,0.5,windtexter_full
2069,206,unsuccessful,0.4,windtexter_full
2070,207,successful,0.6,no_windtexter
2071,207,unsuccessful,0.4,no_windtexter
2072,207,unsuccessful,0.5,windtexter_baseline
2073,207,unsuccessful,0.3,windtexter_baseline
2074,207,successful,0.7,windtexter_baseline
2075,207,unsuccessful,0.1,windtexter_full
2076,207,successful,0.6,windtexter_full
2077,207,successful,0.7,windtexter_full
2078,207,successful,0.6,windtexter_full
2079,207,unsuccessful,0.2,windtexter_full
2080,208,unsuccessful,0.2,no_windtexter
2081,208,unsuccessful,0.4,no_windtexter
2082,208,successful,0.6,windtexter_baseline
2083,208,unsuccessful,0.3,windtexter_baseline
2084,208,unsuccessful,0.4,windtexter_baseline
2085,208,unsuccessful,0.3,windtexter_full
2086,208,successful,0.6,windtexter_full
2087,208,successful,0.8,windtexter_full
2088,208,successful,0.8,windtexter_full
2089,208,successful,0.6,windtexter_full
2090,209,unsuccessful,0.4,no_windtexter
2091,209,unsuccessful,0.5,no_windtexter
2092,209,unsuccessful,0.3,windtexter_baseline
2093,209,unsuccessful,0.5,windtexter_baseline
2094,209,successful,0.6,windtexter_baseline
2095,209,unsuccessful,0.2,windtexter_full
2096,209,unsuccessful,0.2,windtexter_full
2097,209,unsuccessful,0.5,windtexter_full
2098,209,unsuccessful,0.3,windtexter_full
2099,209,unsuccessful,0.4,windtexter_full
2100,210,unsuccessful,0.5,no_windtexter
2101,210,successful,0.8,no_windtexter
2102,210,successful,0.7,windtexter_baseline
2103,210,successful,0.6,windtexter_baseline
2104,210,unsuccessful,0.5,windtexter_baseline
2105,210,unsuccessful,0.4,windtexter_full
2106,210,unsuccessful,0.5,windtexter_full
2107,210,successful,0.6,windtexter_full
2108,210,unsuccessful,0.4,windtexter_full
2109,210,successful,0.8,windtexter_full
2110,211,successful,0.7,no_windtexter
2111,211,unsuccessful,0.5,no_windtexter
2112,211,unsuccessful,0.4,windtexter_baseline
2113,211,unsuccessful,0.5,windtexter_baseline
2114,211,successful,0.7,windtexter_baseline
2115,211,successful,0.6,windtexter_full
2116,211,unsuccessful,0.4,windtexter_full
2117,211,successful,0.6,windtexter_full
2118,211,successful,0.6,windtexter_full
2119,211,successful,0.8,windtexter_full
2120,212,unsuccessful,0.4,no_windtexter
2121,212,successful,0.6,no_windtexter
2122,212,unsuccessful,0.5,windtexter_baseline
2123,212,unsuccessful,0.3,windtexter_baseline
2124,212,successful,0.6,windtexter_baseline
2125,212,unsuccessful,0.5,windtexter_full
2126,212,unsuccessful,0.3,windtexter_full
2127,212,unsuccessful,0.5,windtexter_full
2128,212,unsuccessful,0.5,windtexter_full
2129,212,unsuccessful,0.5,windtexter_full
2130,213,successful,0.6,no_windtexter
2131,213,successful,0.6,no_windtexter
2132,213,successful,0.6,windtexter_baseline
2133,213,unsuccessful,0.4,windtexter_baseline
2134,213,successful,0.8,windtexter_baseline
2135,213,unsuccessful,0.5,windtexter_full
2136,213,successful,0.6,windtexter_full
2137,213,unsuccessful,0.4,windtexter_full
2138,213,unsuccessful,0.1,windtexter_full
2139,213,unsuccessful,0.5,windtexter_full
2140,214,unsuccessful,0.4,no_windtexter
2141,214,successful,0.6,no_windtexter
2142,214,successful,0.6,windtexter_baseline
2143,214,unsuccessful,0.3,windtexter_baseline
2144,214,unsuccessful,0.2,windtexter_baseline
2145,214,unsuccessful,0.4,windtexter_full
2146,214,successful,0.6,windtexter_full
2147,214,successful,0.6,windtexter_full
2148,214,unsuccessful,0.2,windtexter_full
2149,214,unsuccessful,0.4,windtexter_full
2150,215,unsuccessful,0.2,no_windtexter
2151,215,unsuccessful,0.3,no_windtexter
2152,215,successful,0.6,windtexter_baseline
2153,215,unsuccessful,0.4,windtexter_baseline
2154,215,unsuccessful,0.3,windtexter_baseline
2155,215,unsuccessful,0.2,windtexter_full
2156,215,unsuccessful,0.4,windtexter_full
2157,215,unsuccessful,0.4,windtexter_full
2158,215,unsuccessful,0.5,windtexter_full
2159,215,successful,0.7,windtexter_full
2160,216,unsuccessful,0.3,no_windtexter
2161,216,unsuccessful,0.5,no_windtexter
2162,216,unsuccessful,0.5,windtexter_baseline
2163,216,successful,0.7,windtexter_baseline
2164,216,unsuccessful,0.5,windtexter_baseline
2165,216,successful,0.6,windtexter_full
2166,216,successful,0.6,windtexter_full
2167,216,unsuccessful,0.1,windtexter_full
2168,216,unsuccessful,0.5,windtexter_full
2169,216,unsuccessful,0.3,windtexter_full
2170,217,successful,0.6,no_windtexter
2171,217,successful,0.7,no_windtexter
2172,217,unsuccessful,0.4,windtexter_baseline
2173,217,unsuccessful,0.4,windtexter_baseline
2174,217,unsuccessful,0.4,windtexter_baseline
2175,217,unsuccessful,0.4,windtexter_full
2176,217,unsuccessful,0.2,windtexter_full
2177,217,unsuccessful,0.2,windtexter_full
2178,217,successful,0.6,windtexter_full
2179,217,unsuccessful,0.2,windtexter_full
2180,218,unsuccessful,0.2,no_windtexter
2181,218,unsuccessful,0.5,no_windtexter
2182,218,unsuccessful,0.3,windtexter_baseline
2183,218,successful,0.7,windtexter_baseline
2184,218,unsuccessful,0.3,windtexter_baseline
2185,218,unsuccessful,0.2,windtexter_full
2186,218,unsuccessful,0.2,windtexter_full
2187,218,successful,0.7,windtexter_full
2188,218,unsuccessful,0.3,windtexter_full
2189,218,unsuccessful,0.2,windtexter_full
2190,219,successful,0.6,no_windtexter
2191,219,successful,0.7,no_windtexter
2192,219,successful,0.6,windtexter_baseline
2193,219,unsuccessful,0.5,windtexter_baseline
2194,219,successful,0.7,windtexter_baseline
2195,219,unsuccessful,0.3,windtexter_full
2196,219,unsuccessful,0.4,windtexter_full
2197,219,successful,0.7,windtexter_full
2198,219,successful,0.7,windtexter_full
2199,219,successful,0.6,windtexter_full
2200,220,unsuccessful,0.5,no_windtexter
2201,220,unsuccessful,0.4,no_windtexter
2202,220,unsuccessful,0.3,windtexter_baseline
2203,220,unsuccessful,0.1,windtexter_baseline
2204,220,successful,0.6,windtexter_baseline
2205,220,unsuccessful,0.5,windtexter_full
2206,220,successful,0.7,windtexter_full
2207,220,successful,0.7,windtexter_full
2208,220,unsuccessful,0.5,windtexter_full
2209,220,unsuccessful,0.4,windtexter_full
2210,221,unsuccessful,0.4,no_windtexter
2211,221,unsuccessful,0.5,no_windtexter
2212,221,unsuccessful,0.5,windtexter_baseline
2213,221,successful,0.6,windtexter_baseline
2214,221,successful,0.7,windtexter_baseline
2215,221,unsuccessful,0.2,windtexter_full
2216,221,successful,0.8,windtexter_full
2217,221,successful,0.6,windtexter_full
2218,221,unsuccessful,0.4,windtexter_full
2219,221,unsuccessful,0.3,windtexter_full
2220,222,successful,0.7,no_windtexter
2221,222,successful,0.7,no_windtexter
2222,222,unsuccessful,0.5,windtexter_baseline
2223,222,unsuccessful,0.5,windtexter_baseline
2224,222,unsuccessful,0.4,windtexter_baseline
2225,222,successful,0.7,windtexter_full
2226,222,unsuccessful,0.3,windtexter_full
2227,222,successful,0.6,windtexter_full
2228,222,successful,0.6,windtexter_full
2229,222,unsuccessful,0.5,windtexter_full
2230,223,unsuccessful,0.3,no_windtexter
2231,223,unsuccessful,0.5,no_windtexter
2232,223,unsuccessful,0.3,windtexter_baseline
2233,223,unsuccessful,0.5,windtexter_baseline
2234,223,successful,0.6,windtexter_baseline
2235,223,unsuccessful,0.3,windtexter_full
2236,223,unsuccessful,0.5,windtexter_full
2237,223,unsuccessful,0.3,windtexter_full
2238,223,successful,0.7,windtexter_full
2239,223,successful,0.7,windtexter_full
2240,224,unsuccessful,0.5,no_windtexter
2241,224,successful,0.8,no_windtexter
2242,224,unsuccessful,0.5,windtexter_baseline
2243,224,unsuccessful,0.4,windtexter_baseline
2244,224,unsuccessful,0.3,windtexter_baseline
2245,224,unsuccessful,0.3,windtexter_full
2246,224,successful,0.7,windtexter_full
2247,224,unsuccessful,0.5,windtexter_full
2248,224,unsuccessful,0.5,windtexter_full
2249,224,unsuccessful,0.5,windtexter_full
2250,225,unsuccessful,0.4,no_windtexter
2251,225,successful,0.8,no_windtexter
2252,225,unsuccessful,0.5,windtexter_baseline
2253,225,successful,0.8,windtexter_baseline
2254,225,successful,0.7,windtexter_baseline
2255,225,successful,0.6,windtexter_full
2256,225,unsuccessful,0.4,windtexter_full
2257,225,unsuccessful,0.3,windtexter_full
2258,225,successful,0.6,windtexter_full
2259,225,unsuccessful,0.3,windtexter_full
2260,226,unsuccessful,0.3,no_windtexter
2261,226,unsuccessful,0.4,no_windtexter
2262,226,unsuccessful,0.5,windtexter_baseline
2263,226,unsuccessful,0.3,windtexter_baseline
2264,226,successful,0.8,windtexter_baseline
2265,226,successful,0.8,windtexter_full
2266,226,unsuccessful,0.3,windtexter_full
2267,226,successful,0.7,windtexter_full
2268,226,unsuccessful,0.5,windtexter_full
2269,226,unsuccessful,0.3,windtexter_full
2270,227,unsuccessful,0.5,no_windtexter
2271,227,successful,0.7,no_windtexter
2272,227,unsuccessful,0.4,windtexter_baseline
2273,227,unsuccessful,0.5,windtexter_baseline
2274,227,unsuccessful,0.3,windtexter_baseline
2275,227,unsuccessful,0.5,windtexter_full
2276,227,unsuccessful,0.5,windtexter_full
2277,227,unsuccessful,0.3,windtexter_full
2278,227,successful,0.8,windtexter_full
2279,227,unsuccessful,0.4,windtexter_full
2280,228,successful,0.7,no_windtexter
2281,228,successful,0.6,no_windtexter
2282,228,unsuccessful,0.5,windtexter_baseline
2283,228,successful,0.8,windtexter_baseline
2284,228,unsuccessful,0.5,windtexter_baseline
2285,228,successful,0.6,windtexter_full
2286,228,unsuccessful,0.5,windtexter_full
2287,228,unsuccessful,0.3,windtexter_full
2288,228,unsuccessful,0.4,windtexter_full
2289,228,successful,0.7,windtexter_full
2290,229,unsuccessful,0.2,no_windtexter
2291,229,unsuccessful,0.2,no_windtexter
2292,229,unsuccessful,0.5,windtexter_baseline
2293,229,successful,0.7,windtexter_baseline
