iteration,interception_probability,interception_cost,block_probability,message_status,message_block_cost,total_cost,windtexter
303,0.9,2000,0.9,sucessful,2000,2000.0,Full
304,0.7,4000,0.9,sucessful,2000,6000.0,Baseline
304,0.8,3000,0.8,sucessful,3000,6000.0,Partial
304,0.9,2000,0.9,sucessful,2000,2000.0,Full
305,0.3,8000,0.9,sucessful,2000,10000.0,Baseline
305,0.7,4000,0.7,sucessful,4000,8000.0,Partial
305,0.9,2000,0.8,sucessful,3000,2500.0,Full
306,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
306,0.4,7000,0.8,sucessful,3000,10000.0,Partial
306,0.8,3000,0.7,sucessful,4000,3500.0,Full
307,0.6,5000,0.9,sucessful,2000,7000.0,Baseline
307,0.9,2000,0.8,sucessful,3000,5000.0,Partial
307,0.9,2000,0.9,sucessful,2000,2000.0,Full
308,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
308,0.8,3000,0.7,sucessful,4000,7000.0,Partial
308,0.8,3000,0.9,sucessful,2000,2500.0,Full
309,0.6,5000,0.3,unsuccessful,8000,13000.0,Baseline
309,0.7,4000,0.9,sucessful,2000,6000.0,Partial
309,0.8,3000,0.6,sucessful,5000,4000.0,Full
310,0.4,7000,0.4,unsuccessful,7000,14000.0,Baseline
310,0.4,7000,0.7,sucessful,4000,11000.0,Partial
310,0.8,3000,0.9,sucessful,2000,2500.0,Full
311,0.5,6000,0.3,unsuccessful,8000,14000.0,Baseline
311,0.7,4000,0.8,sucessful,3000,7000.0,Partial
311,0.8,3000,0.9,sucessful,2000,2500.0,Full
312,0.6,5000,0.4,unsuccessful,7000,12000.0,Baseline
312,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
312,0.9,2000,0.8,sucessful,3000,2500.0,Full
313,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
313,0.5,6000,0.5,unsuccessful,6000,12000.0,Partial
313,0.6,5000,0.8,sucessful,3000,4000.0,Full
314,0.4,7000,0.7,sucessful,4000,11000.0,Baseline
314,0.4,7000,0.4,unsuccessful,7000,14000.0,Partial
314,0.9,2000,0.9,sucessful,2000,2000.0,Full
315,0.3,8000,0.6,sucessful,5000,13000.0,Baseline
315,0.5,6000,0.8,sucessful,3000,9000.0,Partial
315,0.8,3000,0.9,sucessful,2000,2500.0,Full
316,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
316,0.4,7000,0.4,unsuccessful,7000,14000.0,Partial
316,0.9,2000,0.9,sucessful,2000,2000.0,Full
317,0.4,7000,0.5,unsuccessful,6000,13000.0,Baseline
317,0.4,7000,0.7,sucessful,4000,11000.0,Partial
317,0.8,3000,0.7,sucessful,4000,3500.0,Full
318,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
318,0.4,7000,0.9,sucessful,2000,9000.0,Partial
318,0.9,2000,0.8,sucessful,3000,2500.0,Full
319,0.9,2000,0.5,unsuccessful,6000,8000.0,Baseline
319,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
319,0.8,3000,0.8,sucessful,3000,3000.0,Full
320,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
320,0.9,2000,0.6,sucessful,5000,7000.0,Partial
320,0.9,2000,0.8,sucessful,3000,2500.0,Full
321,0.8,3000,0.8,sucessful,3000,6000.0,Baseline
321,0.5,6000,0.8,sucessful,3000,9000.0,Partial
321,0.9,2000,0.9,sucessful,2000,2000.0,Full
322,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
322,0.6,5000,0.7,sucessful,4000,9000.0,Partial
322,0.8,3000,0.9,sucessful,2000,2500.0,Full
323,0.8,3000,0.8,sucessful,3000,6000.0,Baseline
323,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
323,0.9,2000,0.9,sucessful,2000,2000.0,Full
324,0.3,8000,0.4,unsuccessful,7000,15000.0,Baseline
324,0.7,4000,0.7,sucessful,4000,8000.0,Partial
324,0.8,3000,0.6,sucessful,5000,4000.0,Full
325,0.5,6000,0.3,unsuccessful,8000,14000.0,Baseline
325,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
325,0.7,4000,0.9,sucessful,2000,3000.0,Full
326,0.6,5000,0.4,unsuccessful,7000,12000.0,Baseline
326,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
326,0.9,2000,0.8,sucessful,3000,2500.0,Full
327,0.9,2000,0.4,unsuccessful,7000,9000.0,Baseline
327,0.7,4000,0.9,sucessful,2000,6000.0,Partial
327,0.9,2000,0.8,sucessful,3000,2500.0,Full
328,0.4,7000,0.8,sucessful,3000,10000.0,Baseline
328,0.8,3000,0.8,sucessful,3000,6000.0,Partial
328,0.9,2000,0.8,sucessful,3000,2500.0,Full
329,0.7,4000,0.3,unsuccessful,8000,12000.0,Baseline
329,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
329,0.9,2000,0.9,sucessful,2000,2000.0,Full
330,0.5,6000,0.6,sucessful,5000,11000.0,Baseline
330,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
330,0.9,2000,0.9,sucessful,2000,2000.0,Full
331,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
331,0.7,4000,0.9,sucessful,2000,6000.0,Partial
331,0.9,2000,0.9,sucessful,2000,2000.0,Full
332,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
332,0.5,6000,0.5,unsuccessful,6000,12000.0,Partial
332,0.9,2000,0.6,sucessful,5000,3500.0,Full
333,0.8,3000,0.9,sucessful,2000,5000.0,Baseline
333,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
333,0.8,3000,0.9,sucessful,2000,2500.0,Full
334,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
334,0.8,3000,0.7,sucessful,4000,7000.0,Partial
334,0.9,2000,0.9,sucessful,2000,2000.0,Full
335,0.9,2000,0.4,unsuccessful,7000,9000.0,Baseline
335,0.9,2000,0.8,sucessful,3000,5000.0,Partial
335,0.9,2000,0.9,sucessful,2000,2000.0,Full
336,0.4,7000,0.5,unsuccessful,6000,13000.0,Baseline
336,0.5,6000,0.7,sucessful,4000,10000.0,Partial
336,0.9,2000,0.8,sucessful,3000,2500.0,Full
337,0.6,5000,0.9,sucessful,2000,7000.0,Baseline
337,0.9,2000,0.7,sucessful,4000,6000.0,Partial
337,0.8,3000,0.9,sucessful,2000,2500.0,Full
338,0.2,9000,0.5,unsuccessful,6000,15000.0,Baseline
338,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
338,0.9,2000,0.9,sucessful,2000,2000.0,Full
339,0.9,2000,0.7,sucessful,4000,6000.0,Baseline
339,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
339,0.6,5000,0.8,sucessful,3000,4000.0,Full
340,0.9,2000,0.9,sucessful,2000,4000.0,Baseline
340,0.9,2000,0.7,sucessful,4000,6000.0,Partial
340,0.8,3000,0.9,sucessful,2000,2500.0,Full
341,0.3,8000,0.9,sucessful,2000,10000.0,Baseline
341,0.8,3000,0.7,sucessful,4000,7000.0,Partial
341,0.9,2000,0.9,sucessful,2000,2000.0,Full
342,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
342,0.8,3000,0.8,sucessful,3000,6000.0,Partial
342,0.9,2000,0.9,sucessful,2000,2000.0,Full
343,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
343,0.8,3000,0.8,sucessful,3000,6000.0,Partial
343,0.8,3000,0.8,sucessful,3000,3000.0,Full
344,0.7,4000,0.3,unsuccessful,8000,12000.0,Baseline
344,0.7,4000,0.7,sucessful,4000,8000.0,Partial
344,0.8,3000,0.8,sucessful,3000,3000.0,Full
345,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
345,0.9,2000,0.8,sucessful,3000,5000.0,Partial
345,0.8,3000,0.9,sucessful,2000,2500.0,Full
346,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
346,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
346,0.9,2000,0.8,sucessful,3000,2500.0,Full
347,0.8,3000,0.8,sucessful,3000,6000.0,Baseline
347,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
347,0.9,2000,0.9,sucessful,2000,2000.0,Full
348,0.3,8000,0.6,sucessful,5000,13000.0,Baseline
348,0.9,2000,0.8,sucessful,3000,5000.0,Partial
348,0.8,3000,0.9,sucessful,2000,2500.0,Full
349,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
349,0.5,6000,0.5,unsuccessful,6000,12000.0,Partial
349,0.9,2000,0.9,sucessful,2000,2000.0,Full
350,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
350,0.7,4000,0.9,sucessful,2000,6000.0,Partial
350,0.9,2000,0.9,sucessful,2000,2000.0,Full
351,0.4,7000,0.7,sucessful,4000,11000.0,Baseline
351,0.6,5000,0.7,sucessful,4000,9000.0,Partial
351,0.9,2000,0.8,sucessful,3000,2500.0,Full
352,0.7,4000,0.7,sucessful,4000,8000.0,Baseline
352,0.8,3000,0.4,unsuccessful,7000,10000.0,Partial
352,0.9,2000,0.7,sucessful,4000,3000.0,Full
353,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
353,0.4,7000,0.4,unsuccessful,7000,14000.0,Partial
353,0.8,3000,0.9,sucessful,2000,2500.0,Full
354,0.5,6000,0.4,unsuccessful,7000,13000.0,Baseline
354,0.4,7000,0.7,sucessful,4000,11000.0,Partial
354,0.9,2000,0.9,sucessful,2000,2000.0,Full
355,0.8,3000,0.5,unsuccessful,6000,9000.0,Baseline
355,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
355,0.8,3000,0.8,sucessful,3000,3000.0,Full
356,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
356,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
356,0.7,4000,0.9,sucessful,2000,3000.0,Full
357,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
357,0.9,2000,0.7,sucessful,4000,6000.0,Partial
357,0.8,3000,0.8,sucessful,3000,3000.0,Full
358,0.3,8000,0.9,sucessful,2000,10000.0,Baseline
358,0.7,4000,0.7,sucessful,4000,8000.0,Partial
358,0.9,2000,0.9,sucessful,2000,2000.0,Full
359,0.8,3000,0.4,unsuccessful,7000,10000.0,Baseline
359,0.7,4000,0.9,sucessful,2000,6000.0,Partial
359,0.9,2000,0.8,sucessful,3000,2500.0,Full
360,0.7,4000,0.4,unsuccessful,7000,11000.0,Baseline
360,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
360,0.9,2000,0.9,sucessful,2000,2000.0,Full
361,0.9,2000,0.5,unsuccessful,6000,8000.0,Baseline
361,0.8,3000,0.7,sucessful,4000,7000.0,Partial
361,0.7,4000,0.7,sucessful,4000,4000.0,Full
362,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
362,0.7,4000,0.9,sucessful,2000,6000.0,Partial
362,0.8,3000,0.8,sucessful,3000,3000.0,Full
363,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
363,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
363,0.9,2000,0.9,sucessful,2000,2000.0,Full
364,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
364,0.9,2000,0.7,sucessful,4000,6000.0,Partial
364,0.9,2000,0.9,sucessful,2000,2000.0,Full
365,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
365,0.7,4000,0.7,sucessful,4000,8000.0,Partial
365,0.9,2000,0.8,sucessful,3000,2500.0,Full
366,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
366,0.7,4000,0.9,sucessful,2000,6000.0,Partial
366,0.8,3000,0.7,sucessful,4000,3500.0,Full
367,0.4,7000,0.4,unsuccessful,7000,14000.0,Baseline
367,0.7,4000,0.9,sucessful,2000,6000.0,Partial
367,0.9,2000,0.9,sucessful,2000,2000.0,Full
368,0.8,3000,0.4,unsuccessful,7000,10000.0,Baseline
368,0.5,6000,0.7,sucessful,4000,10000.0,Partial
368,0.8,3000,0.7,sucessful,4000,3500.0,Full
369,0.6,5000,0.3,unsuccessful,8000,13000.0,Baseline
369,0.7,4000,0.9,sucessful,2000,6000.0,Partial
369,0.9,2000,0.7,sucessful,4000,3000.0,Full
370,0.7,4000,0.3,unsuccessful,8000,12000.0,Baseline
370,0.8,3000,0.7,sucessful,4000,7000.0,Partial
370,0.9,2000,0.7,sucessful,4000,3000.0,Full
371,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
371,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
371,0.6,5000,0.9,sucessful,2000,3500.0,Full
372,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
372,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
372,0.7,4000,0.9,sucessful,2000,3000.0,Full
373,0.2,9000,0.8,sucessful,3000,12000.0,Baseline
373,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
373,0.9,2000,0.9,sucessful,2000,2000.0,Full
374,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
374,0.5,6000,0.9,sucessful,2000,8000.0,Partial
374,0.9,2000,0.9,sucessful,2000,2000.0,Full
375,0.8,3000,0.5,unsuccessful,6000,9000.0,Baseline
375,0.9,2000,0.9,sucessful,2000,4000.0,Partial
375,0.8,3000,0.9,sucessful,2000,2500.0,Full
376,0.7,4000,0.2,unsuccessful,9000,13000.0,Baseline
376,0.8,3000,0.6,sucessful,5000,8000.0,Partial
376,0.9,2000,0.9,sucessful,2000,2000.0,Full
377,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
377,0.4,7000,0.7,sucessful,4000,11000.0,Partial
377,0.9,2000,0.9,sucessful,2000,2000.0,Full
378,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
378,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
378,0.9,2000,0.9,sucessful,2000,2000.0,Full
379,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
379,0.9,2000,0.7,sucessful,4000,6000.0,Partial
379,0.7,4000,0.9,sucessful,2000,3000.0,Full
380,0.5,6000,0.4,unsuccessful,7000,13000.0,Baseline
380,0.5,6000,0.9,sucessful,2000,8000.0,Partial
380,0.8,3000,0.9,sucessful,2000,2500.0,Full
381,0.2,9000,0.8,sucessful,3000,12000.0,Baseline
381,0.7,4000,0.6,sucessful,5000,9000.0,Partial
381,0.9,2000,0.8,sucessful,3000,2500.0,Full
382,0.9,2000,0.4,unsuccessful,7000,9000.0,Baseline
382,0.7,4000,0.8,sucessful,3000,7000.0,Partial
382,0.6,5000,0.9,sucessful,2000,3500.0,Full
383,0.2,9000,0.9,sucessful,2000,11000.0,Baseline
383,0.8,3000,0.4,unsuccessful,7000,10000.0,Partial
383,0.9,2000,0.8,sucessful,3000,2500.0,Full
384,0.8,3000,0.2,unsuccessful,9000,12000.0,Baseline
384,0.5,6000,0.8,sucessful,3000,9000.0,Partial
384,0.9,2000,0.9,sucessful,2000,2000.0,Full
385,0.8,3000,0.3,unsuccessful,8000,11000.0,Baseline
385,0.8,3000,0.8,sucessful,3000,6000.0,Partial
385,0.9,2000,0.8,sucessful,3000,2500.0,Full
386,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
386,0.7,4000,0.9,sucessful,2000,6000.0,Partial
386,0.8,3000,0.8,sucessful,3000,3000.0,Full
387,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
387,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
387,0.9,2000,0.9,sucessful,2000,2000.0,Full
388,0.3,8000,0.4,unsuccessful,7000,15000.0,Baseline
388,0.8,3000,0.7,sucessful,4000,7000.0,Partial
388,0.9,2000,0.9,sucessful,2000,2000.0,Full
389,0.9,2000,0.7,sucessful,4000,6000.0,Baseline
389,0.5,6000,0.7,sucessful,4000,10000.0,Partial
389,0.9,2000,0.9,sucessful,2000,2000.0,Full
390,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
390,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
390,0.9,2000,0.9,sucessful,2000,2000.0,Full
391,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
391,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
391,0.8,3000,0.9,sucessful,2000,2500.0,Full
392,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
392,0.7,4000,0.8,sucessful,3000,7000.0,Partial
392,0.7,4000,0.9,sucessful,2000,3000.0,Full
393,0.6,5000,0.9,sucessful,2000,7000.0,Baseline
393,0.9,2000,0.7,sucessful,4000,6000.0,Partial
393,0.9,2000,0.9,sucessful,2000,2000.0,Full
394,0.9,2000,0.9,sucessful,2000,4000.0,Baseline
394,0.7,4000,0.7,sucessful,4000,8000.0,Partial
394,0.6,5000,0.9,sucessful,2000,3500.0,Full
395,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
395,0.9,2000,0.8,sucessful,3000,5000.0,Partial
395,0.8,3000,0.6,sucessful,5000,4000.0,Full
396,0.4,7000,0.8,sucessful,3000,10000.0,Baseline
396,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
396,0.7,4000,0.9,sucessful,2000,3000.0,Full
397,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
397,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
397,0.7,4000,0.9,sucessful,2000,3000.0,Full
398,0.6,5000,0.9,sucessful,2000,7000.0,Baseline
398,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
398,0.9,2000,0.9,sucessful,2000,2000.0,Full
399,0.5,6000,0.8,sucessful,3000,9000.0,Baseline
399,0.7,4000,0.7,sucessful,4000,8000.0,Partial
399,0.9,2000,0.9,sucessful,2000,2000.0,Full
400,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
400,0.8,3000,0.7,sucessful,4000,7000.0,Partial
400,0.9,2000,0.8,sucessful,3000,2500.0,Full
401,0.4,7000,0.8,sucessful,3000,10000.0,Baseline
401,0.6,5000,0.4,unsuccessful,7000,12000.0,Partial
401,0.9,2000,0.9,sucessful,2000,2000.0,Full
402,0.9,2000,0.5,unsuccessful,6000,8000.0,Baseline
402,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
402,0.9,2000,0.8,sucessful,3000,2500.0,Full
403,0.2,9000,0.6,sucessful,5000,14000.0,Baseline
403,0.4,7000,0.7,sucessful,4000,11000.0,Partial
403,0.9,2000,0.8,sucessful,3000,2500.0,Full
404,0.7,4000,0.4,unsuccessful,7000,11000.0,Baseline
404,0.4,7000,0.7,sucessful,4000,11000.0,Partial
404,0.9,2000,0.8,sucessful,3000,2500.0,Full
405,0.3,8000,0.6,sucessful,5000,13000.0,Baseline
405,0.9,2000,0.6,sucessful,5000,7000.0,Partial
405,0.8,3000,0.8,sucessful,3000,3000.0,Full
406,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
406,0.9,2000,0.9,sucessful,2000,4000.0,Partial
406,0.8,3000,0.9,sucessful,2000,2500.0,Full
407,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
407,0.7,4000,0.7,sucessful,4000,8000.0,Partial
407,0.7,4000,0.9,sucessful,2000,3000.0,Full
408,0.8,3000,0.5,unsuccessful,6000,9000.0,Baseline
408,0.7,4000,0.7,sucessful,4000,8000.0,Partial
408,0.9,2000,0.6,sucessful,5000,3500.0,Full
409,0.9,2000,0.8,sucessful,3000,5000.0,Baseline
409,0.9,2000,0.9,sucessful,2000,4000.0,Partial
409,0.6,5000,0.8,sucessful,3000,4000.0,Full
410,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
410,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
410,0.9,2000,0.6,sucessful,5000,3500.0,Full
411,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
411,0.6,5000,0.7,sucessful,4000,9000.0,Partial
411,0.8,3000,0.6,sucessful,5000,4000.0,Full
412,0.8,3000,0.5,unsuccessful,6000,9000.0,Baseline
412,0.8,3000,0.7,sucessful,4000,7000.0,Partial
412,0.8,3000,0.8,sucessful,3000,3000.0,Full
413,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
413,0.7,4000,0.9,sucessful,2000,6000.0,Partial
413,0.9,2000,0.8,sucessful,3000,2500.0,Full
414,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
414,0.7,4000,0.6,sucessful,5000,9000.0,Partial
414,0.8,3000,0.9,sucessful,2000,2500.0,Full
415,0.7,4000,0.3,unsuccessful,8000,12000.0,Baseline
415,0.5,6000,0.8,sucessful,3000,9000.0,Partial
415,0.9,2000,0.9,sucessful,2000,2000.0,Full
416,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
416,0.4,7000,0.7,sucessful,4000,11000.0,Partial
416,0.8,3000,0.9,sucessful,2000,2500.0,Full
417,0.5,6000,0.8,sucessful,3000,9000.0,Baseline
417,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
417,0.6,5000,0.7,sucessful,4000,4500.0,Full
418,0.3,8000,0.4,unsuccessful,7000,15000.0,Baseline
418,0.8,3000,0.7,sucessful,4000,7000.0,Partial
418,0.9,2000,0.8,sucessful,3000,2500.0,Full
419,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
419,0.9,2000,0.9,sucessful,2000,4000.0,Partial
419,0.9,2000,0.8,sucessful,3000,2500.0,Full
420,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
420,0.8,3000,0.7,sucessful,4000,7000.0,Partial
420,0.9,2000,0.9,sucessful,2000,2000.0,Full
421,0.6,5000,0.3,unsuccessful,8000,13000.0,Baseline
421,0.4,7000,0.4,unsuccessful,7000,14000.0,Partial
421,0.9,2000,0.9,sucessful,2000,2000.0,Full
422,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
422,0.8,3000,0.7,sucessful,4000,7000.0,Partial
422,0.9,2000,0.9,sucessful,2000,2000.0,Full
423,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
423,0.8,3000,0.9,sucessful,2000,5000.0,Partial
423,0.9,2000,0.7,sucessful,4000,3000.0,Full
424,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
424,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
424,0.9,2000,0.9,sucessful,2000,2000.0,Full
425,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
425,0.5,6000,0.7,sucessful,4000,10000.0,Partial
425,0.7,4000,0.9,sucessful,2000,3000.0,Full
426,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
426,0.9,2000,0.7,sucessful,4000,6000.0,Partial
426,0.7,4000,0.8,sucessful,3000,3500.0,Full
427,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
427,0.5,6000,0.5,unsuccessful,6000,12000.0,Partial
427,0.9,2000,0.8,sucessful,3000,2500.0,Full
428,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
428,0.7,4000,0.7,sucessful,4000,8000.0,Partial
428,0.8,3000,0.9,sucessful,2000,2500.0,Full
429,0.5,6000,0.4,unsuccessful,7000,13000.0,Baseline
429,0.4,7000,0.9,sucessful,2000,9000.0,Partial
429,0.7,4000,0.9,sucessful,2000,3000.0,Full
430,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
430,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
430,0.9,2000,0.9,sucessful,2000,2000.0,Full
431,0.4,7000,0.3,unsuccessful,8000,15000.0,Baseline
431,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
431,0.9,2000,0.9,sucessful,2000,2000.0,Full
432,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
432,0.9,2000,0.9,sucessful,2000,4000.0,Partial
432,0.9,2000,0.9,sucessful,2000,2000.0,Full
433,0.9,2000,0.5,unsuccessful,6000,8000.0,Baseline
433,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
433,0.9,2000,0.6,sucessful,5000,3500.0,Full
434,0.8,3000,0.5,unsuccessful,6000,9000.0,Baseline
434,0.9,2000,0.7,sucessful,4000,6000.0,Partial
434,0.8,3000,0.8,sucessful,3000,3000.0,Full
435,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
435,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
435,0.8,3000,0.8,sucessful,3000,3000.0,Full
436,0.3,8000,0.9,sucessful,2000,10000.0,Baseline
436,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
436,0.9,2000,0.8,sucessful,3000,2500.0,Full
437,0.3,8000,0.8,sucessful,3000,11000.0,Baseline
437,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
437,0.9,2000,0.9,sucessful,2000,2000.0,Full
438,0.9,2000,0.6,sucessful,5000,7000.0,Baseline
438,0.4,7000,0.8,sucessful,3000,10000.0,Partial
438,0.8,3000,0.9,sucessful,2000,2500.0,Full
439,0.7,4000,0.9,sucessful,2000,6000.0,Baseline
439,0.9,2000,0.7,sucessful,4000,6000.0,Partial
439,0.8,3000,0.9,sucessful,2000,2500.0,Full
440,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
440,0.7,4000,0.9,sucessful,2000,6000.0,Partial
440,0.7,4000,0.9,sucessful,2000,3000.0,Full
441,0.5,6000,0.3,unsuccessful,8000,14000.0,Baseline
441,0.4,7000,0.7,sucessful,4000,11000.0,Partial
441,0.9,2000,0.8,sucessful,3000,2500.0,Full
442,0.4,7000,0.4,unsuccessful,7000,14000.0,Baseline
442,0.8,3000,0.7,sucessful,4000,7000.0,Partial
442,0.9,2000,0.8,sucessful,3000,2500.0,Full
443,0.4,7000,0.5,unsuccessful,6000,13000.0,Baseline
443,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
443,0.7,4000,0.9,sucessful,2000,3000.0,Full
444,0.9,2000,0.6,sucessful,5000,7000.0,Baseline
444,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
444,0.9,2000,0.9,sucessful,2000,2000.0,Full
445,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
445,0.7,4000,0.7,sucessful,4000,8000.0,Partial
445,0.9,2000,0.8,sucessful,3000,2500.0,Full
446,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
446,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
446,0.9,2000,0.9,sucessful,2000,2000.0,Full
447,0.2,9000,0.9,sucessful,2000,11000.0,Baseline
447,0.9,2000,0.8,sucessful,3000,5000.0,Partial
447,0.9,2000,0.8,sucessful,3000,2500.0,Full
448,0.7,4000,0.9,sucessful,2000,6000.0,Baseline
448,0.5,6000,0.7,sucessful,4000,10000.0,Partial
448,0.9,2000,0.8,sucessful,3000,2500.0,Full
449,0.4,7000,0.7,sucessful,4000,11000.0,Baseline
449,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
449,0.9,2000,0.8,sucessful,3000,2500.0,Full
450,0.5,6000,0.3,unsuccessful,8000,14000.0,Baseline
450,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
450,0.9,2000,0.8,sucessful,3000,2500.0,Full
451,0.2,9000,0.6,sucessful,5000,14000.0,Baseline
451,0.9,2000,0.7,sucessful,4000,6000.0,Partial
451,0.7,4000,0.6,sucessful,5000,4500.0,Full
452,0.5,6000,0.8,sucessful,3000,9000.0,Baseline
452,0.7,4000,0.9,sucessful,2000,6000.0,Partial
452,0.9,2000,0.9,sucessful,2000,2000.0,Full
453,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
453,0.8,3000,0.4,unsuccessful,7000,10000.0,Partial
453,0.8,3000,0.9,sucessful,2000,2500.0,Full
454,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
454,0.7,4000,0.8,sucessful,3000,7000.0,Partial
454,0.8,3000,0.9,sucessful,2000,2500.0,Full
455,0.8,3000,0.7,sucessful,4000,7000.0,Baseline
455,0.7,4000,0.7,sucessful,4000,8000.0,Partial
455,0.9,2000,0.8,sucessful,3000,2500.0,Full
