iteration,interception_probability,interception_cost,block_probability,message_status,message_block_cost,total_cost,windtexter
151,0.3,8000,0.5,unsuccessful,6000,14000.0,Baseline
151,0.7,4000,0.6,sucessful,5000,9000.0,Partial
151,0.9,2000,0.9,sucessful,2000,2000.0,Full
152,0.3,8000,0.7,sucessful,4000,12000.0,Baseline
152,0.5,6000,0.9,sucessful,2000,8000.0,Partial
152,0.9,2000,0.9,sucessful,2000,2000.0,Full
153,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
153,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
153,0.9,2000,0.9,sucessful,2000,2000.0,Full
154,0.7,4000,0.9,sucessful,2000,6000.0,Baseline
154,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
154,0.8,3000,0.8,sucessful,3000,3000.0,Full
155,0.9,2000,0.4,unsuccessful,7000,9000.0,Baseline
155,0.8,3000,0.4,unsuccessful,7000,10000.0,Partial
155,0.9,2000,0.9,sucessful,2000,2000.0,Full
156,0.2,9000,0.4,unsuccessful,7000,16000.0,Baseline
156,0.5,6000,0.8,sucessful,3000,9000.0,Partial
156,0.9,2000,0.7,sucessful,4000,3000.0,Full
157,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
157,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
157,0.9,2000,0.9,sucessful,2000,2000.0,Full
158,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
158,0.7,4000,0.8,sucessful,3000,7000.0,Partial
158,0.6,5000,0.7,sucessful,4000,4500.0,Full
159,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
159,0.7,4000,0.7,sucessful,4000,8000.0,Partial
159,0.9,2000,0.9,sucessful,2000,2000.0,Full
160,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
160,0.4,7000,0.8,sucessful,3000,10000.0,Partial
160,0.9,2000,0.9,sucessful,2000,2000.0,Full
161,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
161,0.7,4000,0.8,sucessful,3000,7000.0,Partial
161,0.6,5000,0.7,sucessful,4000,4500.0,Full
162,0.4,7000,0.5,unsuccessful,6000,13000.0,Baseline
162,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
162,0.8,3000,0.6,sucessful,5000,4000.0,Full
163,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
163,0.8,3000,0.4,unsuccessful,7000,10000.0,Partial
163,0.9,2000,0.9,sucessful,2000,2000.0,Full
164,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
164,0.6,5000,0.7,sucessful,4000,9000.0,Partial
164,0.9,2000,0.9,sucessful,2000,2000.0,Full
165,0.3,8000,0.6,sucessful,5000,13000.0,Baseline
165,0.7,4000,0.7,sucessful,4000,8000.0,Partial
165,0.9,2000,0.8,sucessful,3000,2500.0,Full
166,0.4,7000,0.2,unsuccessful,9000,16000.0,Baseline
166,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
166,0.8,3000,0.6,sucessful,5000,4000.0,Full
167,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
167,0.7,4000,0.8,sucessful,3000,7000.0,Partial
167,0.8,3000,0.8,sucessful,3000,3000.0,Full
168,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
168,0.8,3000,0.9,sucessful,2000,5000.0,Partial
168,0.9,2000,0.9,sucessful,2000,2000.0,Full
169,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
169,0.5,6000,0.9,sucessful,2000,8000.0,Partial
169,0.9,2000,0.9,sucessful,2000,2000.0,Full
170,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
170,0.7,4000,0.6,sucessful,5000,9000.0,Partial
170,0.8,3000,0.9,sucessful,2000,2500.0,Full
171,0.8,3000,0.5,unsuccessful,6000,9000.0,Baseline
171,0.8,3000,0.7,sucessful,4000,7000.0,Partial
171,0.9,2000,0.9,sucessful,2000,2000.0,Full
172,0.5,6000,0.4,unsuccessful,7000,13000.0,Baseline
172,0.7,4000,0.7,sucessful,4000,8000.0,Partial
172,0.9,2000,0.8,sucessful,3000,2500.0,Full
173,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
173,0.5,6000,0.9,sucessful,2000,8000.0,Partial
173,0.9,2000,0.9,sucessful,2000,2000.0,Full
174,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
174,0.5,6000,0.7,sucessful,4000,10000.0,Partial
174,0.8,3000,0.7,sucessful,4000,3500.0,Full
175,0.2,9000,0.2,unsuccessful,9000,18000.0,Baseline
175,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
175,0.9,2000,0.7,sucessful,4000,3000.0,Full
176,0.5,6000,0.4,unsuccessful,7000,13000.0,Baseline
176,0.6,5000,0.6,sucessful,5000,10000.0,Partial
176,0.8,3000,0.6,sucessful,5000,4000.0,Full
177,0.9,2000,0.5,unsuccessful,6000,8000.0,Baseline
177,0.7,4000,0.7,sucessful,4000,8000.0,Partial
177,0.9,2000,0.9,sucessful,2000,2000.0,Full
178,0.6,5000,0.3,unsuccessful,8000,13000.0,Baseline
178,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
178,0.9,2000,0.8,sucessful,3000,2500.0,Full
179,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
179,0.7,4000,0.8,sucessful,3000,7000.0,Partial
179,0.9,2000,0.8,sucessful,3000,2500.0,Full
180,0.4,7000,0.7,sucessful,4000,11000.0,Baseline
180,0.7,4000,0.7,sucessful,4000,8000.0,Partial
180,0.9,2000,0.9,sucessful,2000,2000.0,Full
181,0.4,7000,0.4,unsuccessful,7000,14000.0,Baseline
181,0.5,6000,0.7,sucessful,4000,10000.0,Partial
181,0.9,2000,0.8,sucessful,3000,2500.0,Full
182,0.9,2000,0.6,sucessful,5000,7000.0,Baseline
182,0.5,6000,0.7,sucessful,4000,10000.0,Partial
182,0.9,2000,0.9,sucessful,2000,2000.0,Full
183,0.9,2000,0.4,unsuccessful,7000,9000.0,Baseline
183,0.4,7000,0.4,unsuccessful,7000,14000.0,Partial
183,0.9,2000,0.6,sucessful,5000,3500.0,Full
184,0.3,8000,0.5,unsuccessful,6000,14000.0,Baseline
184,0.5,6000,0.7,sucessful,4000,10000.0,Partial
184,0.8,3000,0.9,sucessful,2000,2500.0,Full
185,0.8,3000,0.7,sucessful,4000,7000.0,Baseline
185,0.7,4000,0.9,sucessful,2000,6000.0,Partial
185,0.8,3000,0.8,sucessful,3000,3000.0,Full
186,0.4,7000,0.2,unsuccessful,9000,16000.0,Baseline
186,0.7,4000,0.8,sucessful,3000,7000.0,Partial
186,0.9,2000,0.8,sucessful,3000,2500.0,Full
187,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
187,0.8,3000,0.7,sucessful,4000,7000.0,Partial
187,0.7,4000,0.9,sucessful,2000,3000.0,Full
188,0.7,4000,0.3,unsuccessful,8000,12000.0,Baseline
188,0.8,3000,0.9,sucessful,2000,5000.0,Partial
188,0.8,3000,0.9,sucessful,2000,2500.0,Full
189,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
189,0.8,3000,0.9,sucessful,2000,5000.0,Partial
189,0.8,3000,0.8,sucessful,3000,3000.0,Full
190,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
190,0.5,6000,0.8,sucessful,3000,9000.0,Partial
190,0.8,3000,0.8,sucessful,3000,3000.0,Full
191,0.3,8000,0.7,sucessful,4000,12000.0,Baseline
191,0.8,3000,0.7,sucessful,4000,7000.0,Partial
191,0.7,4000,0.9,sucessful,2000,3000.0,Full
192,0.8,3000,0.3,unsuccessful,8000,11000.0,Baseline
192,0.7,4000,0.7,sucessful,4000,8000.0,Partial
192,0.9,2000,0.8,sucessful,3000,2500.0,Full
193,0.7,4000,0.9,sucessful,2000,6000.0,Baseline
193,0.7,4000,0.7,sucessful,4000,8000.0,Partial
193,0.9,2000,0.9,sucessful,2000,2000.0,Full
194,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
194,0.5,6000,0.7,sucessful,4000,10000.0,Partial
194,0.8,3000,0.8,sucessful,3000,3000.0,Full
195,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
195,0.4,7000,0.8,sucessful,3000,10000.0,Partial
195,0.9,2000,0.9,sucessful,2000,2000.0,Full
196,0.5,6000,0.3,unsuccessful,8000,14000.0,Baseline
196,0.5,6000,0.7,sucessful,4000,10000.0,Partial
196,0.9,2000,0.8,sucessful,3000,2500.0,Full
197,0.9,2000,0.6,sucessful,5000,7000.0,Baseline
197,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
197,0.9,2000,0.9,sucessful,2000,2000.0,Full
198,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
198,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
198,0.9,2000,0.8,sucessful,3000,2500.0,Full
199,0.8,3000,0.4,unsuccessful,7000,10000.0,Baseline
199,0.7,4000,0.7,sucessful,4000,8000.0,Partial
199,0.8,3000,0.9,sucessful,2000,2500.0,Full
200,0.8,3000,0.4,unsuccessful,7000,10000.0,Baseline
200,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
200,0.8,3000,0.9,sucessful,2000,2500.0,Full
201,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
201,0.9,2000,0.9,sucessful,2000,4000.0,Partial
201,0.9,2000,0.9,sucessful,2000,2000.0,Full
202,0.5,6000,0.6,sucessful,5000,11000.0,Baseline
202,0.6,5000,0.5,unsuccessful,6000,11000.0,Partial
202,0.9,2000,0.9,sucessful,2000,2000.0,Full
203,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
203,0.8,3000,0.8,sucessful,3000,6000.0,Partial
203,0.9,2000,0.9,sucessful,2000,2000.0,Full
204,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
204,0.5,6000,0.8,sucessful,3000,9000.0,Partial
204,0.8,3000,0.9,sucessful,2000,2500.0,Full
205,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
205,0.9,2000,0.9,sucessful,2000,4000.0,Partial
205,0.9,2000,0.9,sucessful,2000,2000.0,Full
206,0.9,2000,0.6,sucessful,5000,7000.0,Baseline
206,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
206,0.9,2000,0.9,sucessful,2000,2000.0,Full
207,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
207,0.9,2000,0.9,sucessful,2000,4000.0,Partial
207,0.9,2000,0.9,sucessful,2000,2000.0,Full
208,0.2,9000,0.9,sucessful,2000,11000.0,Baseline
208,0.4,7000,0.8,sucessful,3000,10000.0,Partial
208,0.9,2000,0.9,sucessful,2000,2000.0,Full
209,0.6,5000,0.9,sucessful,2000,7000.0,Baseline
209,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
209,0.9,2000,0.9,sucessful,2000,2000.0,Full
210,0.8,3000,0.4,unsuccessful,7000,10000.0,Baseline
210,0.7,4000,0.7,sucessful,4000,8000.0,Partial
210,0.9,2000,0.9,sucessful,2000,2000.0,Full
211,0.9,2000,0.7,sucessful,4000,6000.0,Baseline
211,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
211,0.9,2000,0.9,sucessful,2000,2000.0,Full
212,0.3,8000,0.7,sucessful,4000,12000.0,Baseline
212,0.7,4000,0.7,sucessful,4000,8000.0,Partial
212,0.9,2000,0.9,sucessful,2000,2000.0,Full
213,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
213,0.4,7000,0.7,sucessful,4000,11000.0,Partial
213,0.6,5000,0.9,sucessful,2000,3500.0,Full
214,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
214,0.7,4000,0.9,sucessful,2000,6000.0,Partial
214,0.8,3000,0.9,sucessful,2000,2500.0,Full
215,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
215,0.5,6000,0.7,sucessful,4000,10000.0,Partial
215,0.8,3000,0.9,sucessful,2000,2500.0,Full
216,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
216,0.9,2000,0.7,sucessful,4000,6000.0,Partial
216,0.8,3000,0.9,sucessful,2000,2500.0,Full
217,0.8,3000,0.9,sucessful,2000,5000.0,Baseline
217,0.5,6000,0.5,unsuccessful,6000,12000.0,Partial
217,0.7,4000,0.9,sucessful,2000,3000.0,Full
218,0.3,8000,0.5,unsuccessful,6000,14000.0,Baseline
218,0.7,4000,0.8,sucessful,3000,7000.0,Partial
218,0.8,3000,0.9,sucessful,2000,2500.0,Full
219,0.6,5000,0.7,sucessful,4000,9000.0,Baseline
219,0.9,2000,0.9,sucessful,2000,4000.0,Partial
219,0.8,3000,0.9,sucessful,2000,2500.0,Full
220,0.6,5000,0.4,unsuccessful,7000,12000.0,Baseline
220,0.4,7000,0.6,sucessful,5000,12000.0,Partial
220,0.9,2000,0.8,sucessful,3000,2500.0,Full
221,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
221,0.9,2000,0.7,sucessful,4000,6000.0,Partial
221,0.9,2000,0.9,sucessful,2000,2000.0,Full
222,0.5,6000,0.6,sucessful,5000,11000.0,Baseline
222,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
222,0.8,3000,0.9,sucessful,2000,2500.0,Full
223,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
223,0.9,2000,0.9,sucessful,2000,4000.0,Partial
223,0.9,2000,0.9,sucessful,2000,2000.0,Full
224,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
224,0.5,6000,0.7,sucessful,4000,10000.0,Partial
224,0.9,2000,0.9,sucessful,2000,2000.0,Full
225,0.2,9000,0.4,unsuccessful,7000,16000.0,Baseline
225,0.8,3000,0.7,sucessful,4000,7000.0,Partial
225,0.8,3000,0.9,sucessful,2000,2500.0,Full
226,0.7,4000,0.7,sucessful,4000,8000.0,Baseline
226,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
226,0.9,2000,0.9,sucessful,2000,2000.0,Full
227,0.9,2000,0.5,unsuccessful,6000,8000.0,Baseline
227,0.5,6000,0.7,sucessful,4000,10000.0,Partial
227,0.8,3000,0.8,sucessful,3000,3000.0,Full
228,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
228,0.7,4000,0.7,sucessful,4000,8000.0,Partial
228,0.6,5000,0.9,sucessful,2000,3500.0,Full
229,0.7,4000,0.9,sucessful,2000,6000.0,Baseline
229,0.5,6000,0.8,sucessful,3000,9000.0,Partial
229,0.9,2000,0.9,sucessful,2000,2000.0,Full
230,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
230,0.9,2000,0.7,sucessful,4000,6000.0,Partial
230,0.8,3000,0.8,sucessful,3000,3000.0,Full
231,0.6,5000,0.2,unsuccessful,9000,14000.0,Baseline
231,0.4,7000,0.7,sucessful,4000,11000.0,Partial
231,0.8,3000,0.9,sucessful,2000,2500.0,Full
232,0.3,8000,0.9,sucessful,2000,10000.0,Baseline
232,0.9,2000,0.8,sucessful,3000,5000.0,Partial
232,0.9,2000,0.9,sucessful,2000,2000.0,Full
233,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
233,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
233,0.9,2000,0.9,sucessful,2000,2000.0,Full
234,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
234,0.6,5000,0.8,sucessful,3000,8000.0,Partial
234,0.9,2000,0.9,sucessful,2000,2000.0,Full
235,0.6,5000,0.3,unsuccessful,8000,13000.0,Baseline
235,0.8,3000,0.7,sucessful,4000,7000.0,Partial
235,0.9,2000,0.8,sucessful,3000,2500.0,Full
236,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
236,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
236,0.9,2000,0.9,sucessful,2000,2000.0,Full
237,0.5,6000,0.8,sucessful,3000,9000.0,Baseline
237,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
237,0.9,2000,0.9,sucessful,2000,2000.0,Full
238,0.2,9000,0.5,unsuccessful,6000,15000.0,Baseline
238,0.9,2000,0.9,sucessful,2000,4000.0,Partial
238,0.8,3000,0.9,sucessful,2000,2500.0,Full
239,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
239,0.5,6000,0.5,unsuccessful,6000,12000.0,Partial
239,0.7,4000,0.8,sucessful,3000,3500.0,Full
240,0.9,2000,0.9,sucessful,2000,4000.0,Baseline
240,0.5,6000,0.8,sucessful,3000,9000.0,Partial
240,0.8,3000,0.6,sucessful,5000,4000.0,Full
241,0.2,9000,0.6,sucessful,5000,14000.0,Baseline
241,0.5,6000,0.9,sucessful,2000,8000.0,Partial
241,0.9,2000,0.9,sucessful,2000,2000.0,Full
242,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
242,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
242,0.9,2000,0.6,sucessful,5000,3500.0,Full
243,0.7,4000,0.4,unsuccessful,7000,11000.0,Baseline
243,0.5,6000,0.6,sucessful,5000,11000.0,Partial
243,0.7,4000,0.9,sucessful,2000,3000.0,Full
244,0.3,8000,0.5,unsuccessful,6000,14000.0,Baseline
244,0.7,4000,0.7,sucessful,4000,8000.0,Partial
244,0.9,2000,0.7,sucessful,4000,3000.0,Full
245,0.3,8000,0.7,sucessful,4000,12000.0,Baseline
245,0.9,2000,0.6,sucessful,5000,7000.0,Partial
245,0.8,3000,0.8,sucessful,3000,3000.0,Full
246,0.6,5000,0.9,sucessful,2000,7000.0,Baseline
246,0.7,4000,0.7,sucessful,4000,8000.0,Partial
246,0.8,3000,0.9,sucessful,2000,2500.0,Full
247,0.7,4000,0.7,sucessful,4000,8000.0,Baseline
247,0.7,4000,0.9,sucessful,2000,6000.0,Partial
247,0.9,2000,0.9,sucessful,2000,2000.0,Full
248,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
248,0.6,5000,0.4,unsuccessful,7000,12000.0,Partial
248,0.9,2000,0.9,sucessful,2000,2000.0,Full
249,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
249,0.5,6000,0.9,sucessful,2000,8000.0,Partial
249,0.9,2000,0.8,sucessful,3000,2500.0,Full
250,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
250,0.9,2000,0.6,sucessful,5000,7000.0,Partial
250,0.9,2000,0.9,sucessful,2000,2000.0,Full
251,0.8,3000,0.3,unsuccessful,8000,11000.0,Baseline
251,0.5,6000,0.9,sucessful,2000,8000.0,Partial
251,0.8,3000,0.9,sucessful,2000,2500.0,Full
252,0.4,7000,0.4,unsuccessful,7000,14000.0,Baseline
252,0.8,3000,0.7,sucessful,4000,7000.0,Partial
252,0.9,2000,0.8,sucessful,3000,2500.0,Full
253,0.5,6000,0.2,unsuccessful,9000,15000.0,Baseline
253,0.9,2000,0.9,sucessful,2000,4000.0,Partial
253,0.9,2000,0.9,sucessful,2000,2000.0,Full
254,0.9,2000,0.7,sucessful,4000,6000.0,Baseline
254,0.8,3000,0.5,unsuccessful,6000,9000.0,Partial
254,0.8,3000,0.9,sucessful,2000,2500.0,Full
255,0.7,4000,0.7,sucessful,4000,8000.0,Baseline
255,0.5,6000,0.7,sucessful,4000,10000.0,Partial
255,0.9,2000,0.9,sucessful,2000,2000.0,Full
256,0.2,9000,0.5,unsuccessful,6000,15000.0,Baseline
256,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
256,0.8,3000,0.8,sucessful,3000,3000.0,Full
257,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
257,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
257,0.9,2000,0.7,sucessful,4000,3000.0,Full
258,0.6,5000,0.2,unsuccessful,9000,14000.0,Baseline
258,0.5,6000,0.9,sucessful,2000,8000.0,Partial
258,0.9,2000,0.6,sucessful,5000,3500.0,Full
259,0.8,3000,0.2,unsuccessful,9000,12000.0,Baseline
259,0.5,6000,0.5,unsuccessful,6000,12000.0,Partial
259,0.9,2000,0.8,sucessful,3000,2500.0,Full
260,0.9,2000,0.4,unsuccessful,7000,9000.0,Baseline
260,0.5,6000,0.7,sucessful,4000,10000.0,Partial
260,0.9,2000,0.8,sucessful,3000,2500.0,Full
261,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
261,0.7,4000,0.9,sucessful,2000,6000.0,Partial
261,0.8,3000,0.8,sucessful,3000,3000.0,Full
262,0.3,8000,0.9,sucessful,2000,10000.0,Baseline
262,0.5,6000,0.8,sucessful,3000,9000.0,Partial
262,0.9,2000,0.7,sucessful,4000,3000.0,Full
263,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
263,0.7,4000,0.9,sucessful,2000,6000.0,Partial
263,0.8,3000,0.9,sucessful,2000,2500.0,Full
264,0.7,4000,0.6,sucessful,5000,9000.0,Baseline
264,0.5,6000,0.7,sucessful,4000,10000.0,Partial
264,0.9,2000,0.8,sucessful,3000,2500.0,Full
265,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
265,0.9,2000,0.9,sucessful,2000,4000.0,Partial
265,0.9,2000,0.9,sucessful,2000,2000.0,Full
266,0.3,8000,0.6,sucessful,5000,13000.0,Baseline
266,0.9,2000,0.6,sucessful,5000,7000.0,Partial
266,0.6,5000,0.9,sucessful,2000,3500.0,Full
267,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
267,0.7,4000,0.9,sucessful,2000,6000.0,Partial
267,0.9,2000,0.9,sucessful,2000,2000.0,Full
268,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
268,0.8,3000,0.6,sucessful,5000,8000.0,Partial
268,0.8,3000,0.9,sucessful,2000,2500.0,Full
269,0.4,7000,0.7,sucessful,4000,11000.0,Baseline
269,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
269,0.9,2000,0.9,sucessful,2000,2000.0,Full
270,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
270,0.7,4000,0.7,sucessful,4000,8000.0,Partial
270,0.9,2000,0.8,sucessful,3000,2500.0,Full
271,0.5,6000,0.4,unsuccessful,7000,13000.0,Baseline
271,0.8,3000,0.7,sucessful,4000,7000.0,Partial
271,0.9,2000,0.9,sucessful,2000,2000.0,Full
272,0.6,5000,0.3,unsuccessful,8000,13000.0,Baseline
272,0.7,4000,0.4,unsuccessful,7000,11000.0,Partial
272,0.9,2000,0.9,sucessful,2000,2000.0,Full
273,0.5,6000,0.6,sucessful,5000,11000.0,Baseline
273,0.8,3000,0.6,sucessful,5000,8000.0,Partial
273,0.9,2000,0.8,sucessful,3000,2500.0,Full
274,0.5,6000,0.2,unsuccessful,9000,15000.0,Baseline
274,0.5,6000,0.8,sucessful,3000,9000.0,Partial
274,0.7,4000,0.8,sucessful,3000,3500.0,Full
275,0.4,7000,0.9,sucessful,2000,9000.0,Baseline
275,0.8,3000,0.8,sucessful,3000,6000.0,Partial
275,0.9,2000,0.9,sucessful,2000,2000.0,Full
276,0.9,2000,0.4,unsuccessful,7000,9000.0,Baseline
276,0.8,3000,0.8,sucessful,3000,6000.0,Partial
276,0.9,2000,0.7,sucessful,4000,3000.0,Full
277,0.8,3000,0.9,sucessful,2000,5000.0,Baseline
277,0.6,5000,0.9,sucessful,2000,7000.0,Partial
277,0.8,3000,0.9,sucessful,2000,2500.0,Full
278,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
278,0.5,6000,0.7,sucessful,4000,10000.0,Partial
278,0.9,2000,0.9,sucessful,2000,2000.0,Full
279,0.5,6000,0.8,sucessful,3000,9000.0,Baseline
279,0.9,2000,0.7,sucessful,4000,6000.0,Partial
279,0.9,2000,0.7,sucessful,4000,3000.0,Full
280,0.2,9000,0.2,unsuccessful,9000,18000.0,Baseline
280,0.4,7000,0.8,sucessful,3000,10000.0,Partial
280,0.9,2000,0.9,sucessful,2000,2000.0,Full
281,0.5,6000,0.2,unsuccessful,9000,15000.0,Baseline
281,0.7,4000,0.7,sucessful,4000,8000.0,Partial
281,0.9,2000,0.8,sucessful,3000,2500.0,Full
282,0.5,6000,0.7,sucessful,4000,10000.0,Baseline
282,0.7,4000,0.9,sucessful,2000,6000.0,Partial
282,0.9,2000,0.7,sucessful,4000,3000.0,Full
283,0.7,4000,0.5,unsuccessful,6000,10000.0,Baseline
283,0.8,3000,0.7,sucessful,4000,7000.0,Partial
283,0.9,2000,0.9,sucessful,2000,2000.0,Full
284,0.5,6000,0.5,unsuccessful,6000,12000.0,Baseline
284,0.5,6000,0.6,sucessful,5000,11000.0,Partial
284,0.8,3000,0.8,sucessful,3000,3000.0,Full
285,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
285,0.9,2000,0.5,unsuccessful,6000,8000.0,Partial
285,0.9,2000,0.9,sucessful,2000,2000.0,Full
286,0.8,3000,0.2,unsuccessful,9000,12000.0,Baseline
286,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
286,0.6,5000,0.7,sucessful,4000,4500.0,Full
287,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
287,0.7,4000,0.8,sucessful,3000,7000.0,Partial
287,0.8,3000,0.8,sucessful,3000,3000.0,Full
288,0.8,3000,0.4,unsuccessful,7000,10000.0,Baseline
288,0.7,4000,0.6,sucessful,5000,9000.0,Partial
288,0.6,5000,0.9,sucessful,2000,3500.0,Full
289,0.6,5000,0.8,sucessful,3000,8000.0,Baseline
289,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
289,0.7,4000,0.9,sucessful,2000,3000.0,Full
290,0.5,6000,0.6,sucessful,5000,11000.0,Baseline
290,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
290,0.7,4000,0.9,sucessful,2000,3000.0,Full
291,0.6,5000,0.5,unsuccessful,6000,11000.0,Baseline
291,0.4,7000,0.8,sucessful,3000,10000.0,Partial
291,0.7,4000,0.9,sucessful,2000,3000.0,Full
292,0.9,2000,0.9,sucessful,2000,4000.0,Baseline
292,0.5,6000,0.8,sucessful,3000,9000.0,Partial
292,0.8,3000,0.9,sucessful,2000,2500.0,Full
293,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
293,0.5,6000,0.9,sucessful,2000,8000.0,Partial
293,0.9,2000,0.9,sucessful,2000,2000.0,Full
294,0.3,8000,0.9,sucessful,2000,10000.0,Baseline
294,0.8,3000,0.7,sucessful,4000,7000.0,Partial
294,0.9,2000,0.9,sucessful,2000,2000.0,Full
295,0.7,4000,0.9,sucessful,2000,6000.0,Baseline
295,0.7,4000,0.8,sucessful,3000,7000.0,Partial
295,0.9,2000,0.6,sucessful,5000,3500.0,Full
296,0.4,7000,0.8,sucessful,3000,10000.0,Baseline
296,0.9,2000,0.4,unsuccessful,7000,9000.0,Partial
296,0.9,2000,0.9,sucessful,2000,2000.0,Full
297,0.8,3000,0.6,sucessful,5000,8000.0,Baseline
297,0.4,7000,0.5,unsuccessful,6000,13000.0,Partial
297,0.8,3000,0.9,sucessful,2000,2500.0,Full
298,0.7,4000,0.8,sucessful,3000,7000.0,Baseline
298,0.4,7000,0.7,sucessful,4000,11000.0,Partial
298,0.7,4000,0.9,sucessful,2000,3000.0,Full
299,0.6,5000,0.9,sucessful,2000,7000.0,Baseline
299,0.7,4000,0.5,unsuccessful,6000,10000.0,Partial
299,0.9,2000,0.9,sucessful,2000,2000.0,Full
300,0.4,7000,0.6,sucessful,5000,12000.0,Baseline
300,0.9,2000,0.9,sucessful,2000,4000.0,Partial
300,0.9,2000,0.8,sucessful,3000,2500.0,Full
301,0.8,3000,0.8,sucessful,3000,6000.0,Baseline
301,0.5,6000,0.4,unsuccessful,7000,13000.0,Partial
301,0.9,2000,0.8,sucessful,3000,2500.0,Full
302,0.6,5000,0.6,sucessful,5000,10000.0,Baseline
302,0.8,3000,0.4,unsuccessful,7000,10000.0,Partial
302,0.9,2000,0.8,sucessful,3000,2500.0,Full
303,0.5,6000,0.9,sucessful,2000,8000.0,Baseline
303,0.7,4000,0.6,sucessful,5000,9000.0,Partial
